newspaper_date,date,description,asset,registered,coupons_on,interest_suspended,issuer,price_low,price_high,original_text,url,comment,past_due
1863-06-04,1863-06-04,silver,silver,0,0,0,Specie,6,6.5,"Gold has again advanced — the buying rate, to day, being $5.50 premium, and the selling rate $6 premium — the highest point yet attained. The buying rate for silver is $5 premium, selling rate $5.50. This advance is caused by the very small amount of coin in the market, with a demand from parties who have been unable to supply themselves with exchange.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0767:article=pos=46,,0
1863-06-04,1863-06-04,Virginia 6 per cent registered,virginia,1,0,0,Virginia,113,113,"-The market is firm and active. We quote Confederate Bonds, 100 M loan, 102½ to 109 and int; do do 7 per cent, 100 and int. No recent sales of bonds 15 M loan Virginia sixes, registered, last sales 113. North Carolina sixes 215--an advance; do do 8's, 133 and int; ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0767:article=pos=46,,0
1863-06-08,1863-06-08,Confederate Bonds (100 mn),confederate_100mn,0,0,0,Confederacy,102.5,109,"The only material change in prices since our last report is the advance in Confederate Bonds, of the 15m. loan. We have not heard of any sales, but they are now held at 200. We quote Confederate Bonds, 400m., at 102½109 and interest; do. sevens, 100 and int.; Va. Registered Bonds, 115 and interest; North Carolina sixes, 215; do. eights, 133 and int.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0771:article=pos=19,,0
1863-06-08,1863-06-08,Confederate bonds (15 mn),confederate_15mn,0,0,0,Confederacy,200,200,"The only material change in prices since our last report is the advance in Confederate Bonds, of the 15m. loan. We have not heard of any sales, but they are now held at 200. We quote Confederate Bonds, 400m., at 102½109 and interest; do. sevens, 100 and int.; Va. Registered Bonds, 115 and interest; North Carolina sixes, 215; do. eights, 133 and int.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0771:article=pos=19,,0
1863-06-08,1863-06-08,Confederate 7 per cent,confederate_7,0,0,0,Confederacy,100,100,"The only material change in prices since our last report is the advance in Confederate Bonds, of the 15m. loan. We have not heard of any sales, but they are now held at 200. We quote Confederate Bonds, 400m., at 102½109 and interest; do. sevens, 100 and int.; Va. Registered Bonds, 115 and interest; North Carolina sixes, 215; do. eights, 133 and int.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0771:article=pos=19,,0
1863-06-08,1863-06-08,North Carolina 6 per cent,north_carolina_6_old,0,0,0,North Carolina,215,215,"The only material change in prices since our last report is the advance in Confederate Bonds, of the 15m. loan. We have not heard of any sales, but they are now held at 200. We quote Confederate Bonds, 400m., at 102½109 and interest; do. sevens, 100 and int.; Va. Registered Bonds, 115 and interest; North Carolina sixes, 215; do. eights, 133 and int.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0771:article=pos=19,,0
1863-06-08,1863-06-08,North Carolina 8 per cent,north_carolina_8,0,0,0,North Carolina,133,133,"The only material change in prices since our last report is the advance in Confederate Bonds, of the 15m. loan. We have not heard of any sales, but they are now held at 200. We quote Confederate Bonds, 400m., at 102½109 and interest; do. sevens, 100 and int.; Va. Registered Bonds, 115 and interest; North Carolina sixes, 215; do. eights, 133 and int.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0771:article=pos=19,,0
1863-06-08,1863-06-08,gold,gold,0,0,0,Specie,6.5,7,"Dullness is the only characteristic of the market at present. The brokers are firm, however, in their asking rates for specie, viz: $6 prem. for Gold, $5.50 for Silver. They offer $5.50 premium for gold and $5 for silver.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0771:article=pos=19,,0
1863-06-08,1863-06-08,silver,silver,0,0,0,Specie,6,6.5,"Dullness is the only characteristic of the market at present. The brokers are firm, however, in their asking rates for specie, viz: $6 prem. for Gold, $5.50 for Silver. They offer $5.50 premium for gold and $5 for silver.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0771:article=pos=19,,0
1863-06-08,1863-06-08,Virginia registered stock,virginia,1,0,0,Virginia,115,115,"The only material change in prices since our last report is the advance in Confederate Bonds, of the 15m. loan. We have not heard of any sales, but they are now held at 200. We quote Confederate Bonds, 400m., at 102½109 and interest; do. sevens, 100 and int.; Va. Registered Bonds, 115 and interest; North Carolina sixes, 215; do. eights, 133 and int.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0771:article=pos=19,,0
1863-06-11,1863-06-11,Confederate Bonds (100 mn),confederate_100mn,0,0,0,Confederacy,102.5,109,"ince our last report, Confederate Bonds, 15m loan, have been sold at 195 and int; do, 100 m, 102½ to 199 and int., according to date; do. do. 7 per cent's, 160 and int; Va. Coupon Bonds, two coupons on, 226; Va. Reg'd Bonds, 115 and int; N. Carolina sixes, 225; do. do. eights, 133 and int;",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0773:article=pos=37,,0
1863-06-11,1863-06-11,Confederate bonds (15 mn),confederate_15mn,0,0,0,Confederacy,195,195,"ince our last report, Confederate Bonds, 15m loan, have been sold at 195 and int; do, 100 m, 102½ to 199 and int., according to date; do. do. 7 per cent's, 160 and int; Va. Coupon Bonds, two coupons on, 226; Va. Reg'd Bonds, 115 and int; N. Carolina sixes, 225; do. do. eights, 133 and int;",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0773:article=pos=37,,0
1863-06-11,1863-06-11,Confederate 7 per cent,confederate_7,0,0,0,Confederacy,,,"ince our last report, Confederate Bonds, 15m loan, have been sold at 195 and int; do, 100 m, 102½ to 199 and int., according to date; do. do. 7 per cent's, 160 and int; Va. Coupon Bonds, two coupons on, 226; Va. Reg'd Bonds, 115 and int; N. Carolina sixes, 225; do. do. eights, 133 and int;",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0773:article=pos=37,probably OCR error; likely 100.,0
1863-06-11,1863-06-11,North Carolina 6 per cent,north_carolina_6_old,0,0,0,North Carolina,225,225,"ince our last report, Confederate Bonds, 15m loan, have been sold at 195 and int; do, 100 m, 102½ to 199 and int., according to date; do. do. 7 per cent's, 160 and int; Va. Coupon Bonds, two coupons on, 226; Va. Reg'd Bonds, 115 and int; N. Carolina sixes, 225; do. do. eights, 133 and int;",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0773:article=pos=37,,0
1863-06-11,1863-06-11,North Carolina 8 per cent,north_carolina_8,0,0,0,North Carolina,133,133,"ince our last report, Confederate Bonds, 15m loan, have been sold at 195 and int; do, 100 m, 102½ to 199 and int., according to date; do. do. 7 per cent's, 160 and int; Va. Coupon Bonds, two coupons on, 226; Va. Reg'd Bonds, 115 and int; N. Carolina sixes, 225; do. do. eights, 133 and int;",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0773:article=pos=37,,0
1863-06-11,1863-06-11,Virginia Coupon bonds (2 coupons on),virginia_1864,0,2,0,Virginia,226,226,"ince our last report, Confederate Bonds, 15m loan, have been sold at 195 and int; do, 100 m, 102½ to 199 and int., according to date; do. do. 7 per cent's, 160 and int; Va. Coupon Bonds, two coupons on, 226; Va. Reg'd Bonds, 115 and int; N. Carolina sixes, 225; do. do. eights, 133 and int;",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0773:article=pos=37,,0
1863-06-11,1863-06-11,Virginia registered stock,virginia,1,0,0,Virginia,115,115,"ince our last report, Confederate Bonds, 15m loan, have been sold at 195 and int; do, 100 m, 102½ to 199 and int., according to date; do. do. 7 per cent's, 160 and int; Va. Coupon Bonds, two coupons on, 226; Va. Reg'd Bonds, 115 and int; N. Carolina sixes, 225; do. do. eights, 133 and int;",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0773:article=pos=37,,0
1863-06-15,1863-06-15,Confederate bonds 8 per cent registered 1868-72,confederate_100mn_18(6[8-9]|7[0-2]),1,0,0,Confederacy,102.25,103.25,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102 ¼a103¼, do. do. 1876-'81 brought 104a105½, do. do. 15 m loan, coupon, 194a 196; Va. sizes, reg'd, long date, 130½ $125,000 R. & D R. R. bonds, sixes, at 133a 137½ Richmond lmp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½, do. do. eights at 133 and int.; Merchants' Ina. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0778:article=pos=37,only the 100 mn loan has various due dates,0
1863-06-15,1863-06-15,Confederate bonds 8 per cent registered 1876-81,confederate_100mn_18(7[6-9]|8[0-1]),1,0,0,Confederacy,104,105.5,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102 ¼a103¼, do. do. 1876-'81 brought 104a105½, do. do. 15 m loan, coupon, 194a 196; Va. sizes, reg'd, long date, 130½ $125,000 R. & D R. R. bonds, sixes, at 133a 137½ Richmond lmp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½, do. do. eights at 133 and int.; Merchants' Ina. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0778:article=pos=37,only the 100 mn loan has various due dates,0
1863-06-15,1863-06-15,Confederate registered bonds 8 per cent 1868-72,confederate_100mn_18(6[8-9]|7[0-2]),1,0,0,Confederacy,102.25,103.5,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102¼a103½, do. do. 1876-81 brought 104a106½, do. do. 15 m loan, coupon, 194a196; Va. sixes, reg'd, long date, 130½; $125,000 R. & D. R. R. bonds, sixes, at 133a137½; Richmond Imp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½ do. do. eights at 133 and int; Merchants Inc. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0779:article=pos=30,only the 100 mn loan has various due dates,0
1863-06-15,1863-06-15,Confederate registered bonds 8 per cent 1876-81,confederate_100mn_18(7[6-9]|8[0-1]),1,0,0,Confederacy,104,106.5,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102¼a103½, do. do. 1876-81 brought 104a106½, do. do. 15 m loan, coupon, 194a196; Va. sixes, reg'd, long date, 130½; $125,000 R. & D. R. R. bonds, sixes, at 133a137½; Richmond Imp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½ do. do. eights at 133 and int; Merchants Inc. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0779:article=pos=30,only the 100 mn loan has various due dates,0
1863-06-15,1863-06-15,Confederate bonds (15 mn) coupon,confederate_15mn,0,0,0,Confederacy,194,196,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102 ¼a103¼, do. do. 1876-'81 brought 104a105½, do. do. 15 m loan, coupon, 194a 196; Va. sizes, reg'd, long date, 130½ $125,000 R. & D R. R. bonds, sixes, at 133a 137½ Richmond lmp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½, do. do. eights at 133 and int.; Merchants' Ina. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0778:article=pos=37,,0
1863-06-15,1863-06-15,Confederate Bonds (15 mn) coupon,confederate_15mn,0,0,0,Confederacy,194,196,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102¼a103½, do. do. 1876-81 brought 104a106½, do. do. 15 m loan, coupon, 194a196; Va. sixes, reg'd, long date, 130½; $125,000 R. & D. R. R. bonds, sixes, at 133a137½; Richmond Imp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½ do. do. eights at 133 and int; Merchants Inc. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0779:article=pos=30,,0
1863-06-15,1863-06-15,North Carolina 6 per cent,north_carolina_6_old,0,0,0,North Carolina,227.5,227.5,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102 ¼a103¼, do. do. 1876-'81 brought 104a105½, do. do. 15 m loan, coupon, 194a 196; Va. sizes, reg'd, long date, 130½ $125,000 R. & D R. R. bonds, sixes, at 133a 137½ Richmond lmp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½, do. do. eights at 133 and int.; Merchants' Ina. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0778:article=pos=37,,0
1863-06-15,1863-06-15,North Carolina 6 per cent ,north_carolina_6_old,0,0,0,North Carolina,227.5,227.5,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102¼a103½, do. do. 1876-81 brought 104a106½, do. do. 15 m loan, coupon, 194a196; Va. sixes, reg'd, long date, 130½; $125,000 R. & D. R. R. bonds, sixes, at 133a137½; Richmond Imp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½ do. do. eights at 133 and int; Merchants Inc. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0779:article=pos=30,,0
1863-06-15,1863-06-15,North Carolina 8 per cent,north_carolina_8,0,0,0,North Carolina,133,133,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102 ¼a103¼, do. do. 1876-'81 brought 104a105½, do. do. 15 m loan, coupon, 194a 196; Va. sizes, reg'd, long date, 130½ $125,000 R. & D R. R. bonds, sixes, at 133a 137½ Richmond lmp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½, do. do. eights at 133 and int.; Merchants' Ina. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0778:article=pos=37,,0
1863-06-15,1863-06-15,North Carolina 8 per cent,north_carolina_8,0,0,0,North Carolina,133,133,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102¼a103½, do. do. 1876-81 brought 104a106½, do. do. 15 m loan, coupon, 194a196; Va. sixes, reg'd, long date, 130½; $125,000 R. & D. R. R. bonds, sixes, at 133a137½; Richmond Imp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½ do. do. eights at 133 and int; Merchants Inc. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0779:article=pos=30,,0
1863-06-15,1863-06-15,gold,gold,0,0,0,Specie,6.5,7.5,"The rise in the ""precious metals"" continues, and curiosity will soon be excited to discover to what height of premium they will go. If there were only one hundred barrels of flour in Richmond, prices would in a very short time go up to a ""pretty figure,"" and so when the amount of gold offered for sale is reduced to a mere handful, as, comparatively speaking, it is to day, we should not be surprised that the premium ranges high, very high. The brokers are now offering $7.50 for $1 in gold, and offering to sell, when they have any, at $8a8.50. ",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0778:article=pos=37,,0
1863-06-15,1863-06-15,gold,gold,0,0,0,Specie,7.5,8.5,"The rise in the ""precious metals"" continues, and curiosity will soon be excited to discover to what height of premium they will go. If there were only one hundred barrels of flour in Richmond, prices would in a very short time go up to a ""pretty figure,"" and so when the amount of gold offered for sale is reduced to a mere handful, as, comparatively speaking, it is to-day, we should not be surprised that the premium ranges high, very high. The brokers are now offering $7.50 for $1 in gold, and offering to sell, when they have any, at $8a8.50.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0779:article=pos=30,,0
1863-06-15,1863-06-15,Virginia 6 per cent registered (long date),virginia,1,0,0,Virginia,130.5,130.5,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102 ¼a103¼, do. do. 1876-'81 brought 104a105½, do. do. 15 m loan, coupon, 194a 196; Va. sizes, reg'd, long date, 130½ $125,000 R. & D R. R. bonds, sixes, at 133a 137½ Richmond lmp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½, do. do. eights at 133 and int.; Merchants' Ina. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0778:article=pos=37,,0
1863-06-15,1863-06-15,Virginia 6 per cent registered long date,virginia,1,0,0,Virginia,130.5,130.5,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102¼a103½, do. do. 1876-81 brought 104a106½, do. do. 15 m loan, coupon, 194a196; Va. sixes, reg'd, long date, 130½; $125,000 R. & D. R. R. bonds, sixes, at 133a137½; Richmond Imp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½ do. do. eights at 133 and int; Merchants Inc. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0779:article=pos=30,,0
1863-06-22,1863-06-22,Confederate Bonds (100 mn),confederate_100mn,0,0,0,Confederacy,102.5,109.5,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46,,0
1863-06-22,1863-06-22,Confederate bonds (15 mn) coupon,confederate_15mn,0,0,0,Confederacy,200,200,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46,,0
1863-06-22,1863-06-22,Confederate Bonds (15 mn) registered,confederate_15mn_reg,1,0,0,Confederacy,125,125,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46,,0
1863-06-22,1863-06-22,Confederate 7 per cent,confederate_7,0,0,0,Confederacy,100,100,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46,,0
1863-06-22,1863-06-22,North Carolina 6 per cent new,north_carolina_6_new,0,0,0,North Carolina,134,134,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46,,0
1863-06-22,1863-06-22,North Carolina 8 per cent,north_carolina_8,0,0,0,North Carolina,135,135,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46,,0
1863-06-22,1863-06-22,gold,gold,0,0,0,Specie,7.75,8,-The quotations of specie are unchanged. Business continued on a small scale in consequence of the light offerings. We quote $7.50 premium as the asking rate and $6.75a7 as the buying rate.,http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46,,0
1863-06-22,1863-06-22,Tennessee 6 per cent (3 coupons on),tennessee,0,3,0,Tennessee,220,220,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46,,0
1863-06-22,1863-06-22,Virginia 6 per cent (2 coupons on),virginia,0,2,0,Virginia,210,210,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46,,0
1863-06-22,1863-06-22,Virginia registered stock,virginia,1,0,0,Virginia,131,131,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46,,0
1863-06-23,1863-06-23,Confederate Bonds (100 mn),confederate_100mn,0,0,0,Confederacy,102.5,109.5,"Bonds and Stocks.--We have to renew last quotations of the leading securities, viz: Confederate bonds, 100 M., 102½a109½ and int, do. do., 15 M. coupon, 200 and int, do. do registered, 125 and int., Va regis'd stock 131 and int.; Tenn, bonds, 4 coupons on, 225; North Carolina sixes, new, 134 and int., do eights, 135",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0786:article=pos=35,,0
1863-06-23,1863-06-23,Confederate Bonds (15 mn) coupon,confederate_15mn,0,0,0,Confederacy,200,200,"Bonds and Stocks.--We have to renew last quotations of the leading securities, viz: Confederate bonds, 100 M., 102½a109½ and int, do. do., 15 M. coupon, 200 and int, do. do registered, 125 and int., Va regis'd stock 131 and int.; Tenn, bonds, 4 coupons on, 225; North Carolina sixes, new, 134 and int., do eights, 135",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0786:article=pos=35,,0
1863-06-23,1863-06-23,Confederate bonds (15 mn) registered,confederate_15mn_reg,1,0,0,Confederacy,125,125,"Bonds and Stocks.--We have to renew last quotations of the leading securities, viz: Confederate bonds, 100 M., 102½a109½ and int, do. do., 15 M. coupon, 200 and int, do. do registered, 125 and int., Va regis'd stock 131 and int.; Tenn, bonds, 4 coupons on, 225; North Carolina sixes, new, 134 and int., do eights, 135",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0786:article=pos=35,,0
1863-06-23,1863-06-23,North Carolina 6 per cent new issue,north_carolina_6_new,0,0,0,North Carolina,134,134,"Bonds and Stocks.--We have to renew last quotations of the leading securities, viz: Confederate bonds, 100 M., 102½a109½ and int, do. do., 15 M. coupon, 200 and int, do. do registered, 125 and int., Va regis'd stock 131 and int.; Tenn, bonds, 4 coupons on, 225; North Carolina sixes, new, 134 and int., do eights, 135",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0786:article=pos=35,,0
1863-06-23,1863-06-23,North Carolina 8 per cent,north_carolina_8,0,0,0,North Carolina,135,135,"Bonds and Stocks.--We have to renew last quotations of the leading securities, viz: Confederate bonds, 100 M., 102½a109½ and int, do. do., 15 M. coupon, 200 and int, do. do registered, 125 and int., Va regis'd stock 131 and int.; Tenn, bonds, 4 coupons on, 225; North Carolina sixes, new, 134 and int., do eights, 135",http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0786:article=pos=35,,0
