date,url,issue,city,rate_low,rate_high,currency,comment
1865-09-09,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377,Nov 1865,Paris,5.175,5.1625,FALSE,
1865-09-16,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377,Nov 1865,Paris,5.1725,5.1625,FALSE,
1865-09-23,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377,Nov 1865,Paris,5.15,5.1375,FALSE,
1865-09-30,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377,Nov 1865,Paris,5.1875,5.15,FALSE,
1865-10-07,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377,Nov 1865,Paris,5.1625,5.15,FALSE,
1865-10-14,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377,Nov 1865,Paris,5.1875,5.175,FALSE,
1865-10-21,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377,Nov 1865,Paris,5.1825,5.175,FALSE,
1865-10-28,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA377,Nov 1865,Paris,5.2125,5.175,FALSE,
1865-11-04,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA463,Dec 1865,Paris,5.225,5.1875,FALSE,
1865-11-11,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA463,Dec 1865,Paris,5.25,5.2,FALSE,
1865-11-18,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA463,Dec 1865,Paris,5.225,5.1875,FALSE,
1865-11-25,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA463,Dec 1865,Paris,5.2,5.1625,FALSE,
1865-12-01,http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA85,Jan 1866,Paris,5.175,5.16,FALSE,
1865-12-08,http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA85,Jan 1866,Paris,5.1625,5.15,FALSE,
1865-12-15,http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA85,Jan 1866,Paris,5.1575,5.1375,FALSE,
1865-12-22,http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA85,Jan 1866,Paris,5.1625,5.1375,FALSE,
1865-12-29,http://books.google.com/books?id=3mhJAAAAMAAJ&pg=PA85,Jan 1866,Paris,5.165,5.15,FALSE,
1860-01-01,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Amsterdam,41.3725,41.625,FALSE,
1860-01-15,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Amsterdam,41.75,41.5,FALSE,
1860-02-01,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Amsterdam,41.5,41.25,FALSE,
1860-02-15,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Amsterdam,41.375,41.5,FALSE,
1860-03-01,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Amsterdam,41.5,41.75,FALSE,
1860-03-15,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Amsterdam,41.625,41.75,FALSE,
1860-04-01,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Amsterdam,41.5,41.625,FALSE,
1860-04-15,http://books.google.com/books?id=06YRAAAAYAAJ&pg=PA73,Jul 1860,Amsterdam,41.375,41.5,FALSE,
1860-05-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Amsterdam,41.5,41.75,FALSE,
1860-05-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Amsterdam,41.625,41.875,FALSE,
1860-06-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Amsterdam,41.75,41.875,FALSE,
1860-06-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Amsterdam,41.625,41.75,FALSE,
1860-07-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Amsterdam,41.625,41.75,FALSE,
1860-07-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Amsterdam,41.5,41.75,FALSE,
1860-08-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Amsterdam,41.625,41.75,FALSE,
1860-08-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Amsterdam,41.74,41.875,FALSE,
1860-09-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Amsterdam,41.625,41.875,FALSE,
1860-09-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Amsterdam,41.625,41.75,FALSE,
1860-10-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Amsterdam,41.5,41.75,FALSE,
1860-10-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Amsterdam,41.5,41.75,FALSE,
1860-11-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Amsterdam,41.25,41.5,FALSE,
1860-11-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA79,Jan 1861,Amsterdam,40.125,40.25,FALSE,
1860-12-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA416,Apr 1861,Amsterdam,39.5,40.25,FALSE,
1860-12-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA416,Apr 1861,Amsterdam,39,39.5,FALSE,
1861-01-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA416,Apr 1861,Amsterdam,38.75,39.5,FALSE,
1861-01-15,,,Amsterdam,40,40.75,FALSE,
1861-02-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA416,Apr 1861,Amsterdam,40,40.5,FALSE,
1861-02-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA416,Apr 1861,Amsterdam,39.75,40.5,FALSE,
1861-03-01,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA416,Apr 1861,Amsterdam,39.5,40.25,FALSE,
1861-03-15,http://books.google.com/books?id=QKcRAAAAYAAJ&pg=PA416,Apr 1861,Amsterdam,40,40.75,FALSE,
1861-12-01,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Amsterdam,40.625,40.75,FALSE,
1861-12-15,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Amsterdam,41.5,41.75,FALSE,
1862-01-01,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Amsterdam,42,42.5,TRUE,
1862-01-15,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Amsterdam,42.5,43.5,TRUE,
1862-02-01,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Amsterdam,42.25,43.5,TRUE,
1862-02-15,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Amsterdam,42.75,43.5,TRUE,
1862-03-01,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Amsterdam,42.5,43,TRUE,
1862-03-15,http://books.google.com/books?id=iFxJAAAAMAAJ&pg=PA407,April 1862,Amsterdam,42.5,43,TRUE,
1862-03-22,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Amsterdam,42,42.5,TRUE,
1862-03-29,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Amsterdam,42,42.5,TRUE,
1862-04-05,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Amsterdam,42.25,42.75,TRUE,
1862-04-12,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Amsterdam,42,42.5,TRUE,
1862-04-19,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Amsterdam,41.75,42.25,TRUE,
1862-04-26,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Amsterdam,42.25,42.5,TRUE,
1862-05-02,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Amsterdam,42.25,42.75,TRUE,
1862-05-10,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Amsterdam,42.5,43,TRUE,
1862-05-17,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Amsterdam,42.625,43,TRUE,
1862-05-31,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Amsterdam,42.875,43.5,TRUE,
1862-06-07,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Amsterdam,43,43.25,TRUE,
1862-06-14,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Amsterdam,43.75,44.5,TRUE,
1862-06-26,http://books.google.com/books?id=u11JAAAAMAAJ&pg=PA33,July 1862,Amsterdam,44.5,45,TRUE,
1862-07-05,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,45.25,45.5,TRUE,
1862-07-12,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,48,49,TRUE,
1862-07-19,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,48.5,49,TRUE,
1862-07-27,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,47.5,48.5,TRUE,
1862-08-02,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,47.75,48.25,TRUE,
1862-08-09,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,47,47.5,TRUE,
1862-08-16,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,47.5,47.75,TRUE,
1862-08-23,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,47.5,47.75,TRUE,
1862-08-30,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,47.5,47.75,TRUE,
1862-09-06,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,48.5,49,TRUE,
1862-09-13,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,48.75,49.25,TRUE,
1862-09-20,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,48.25,48.75,TRUE,
1862-09-27,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,48.5,49,TRUE,
1862-10-04,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,50.25,51.75,TRUE,
1862-10-11,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,51.75,53,TRUE,
1862-10-18,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,53,52,TRUE,
1862-10-25,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,54.25,55,TRUE,
1862-11-01,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,54.5,55,TRUE,
1862-11-08,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,55.25,56.75,TRUE,
1862-11-15,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,55.25,55.75,TRUE,
1862-11-23,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,54.5,55,TRUE,
1862-11-30,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,53.5,54,TRUE,
1862-12-06,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,54.75,55.75,TRUE,
1862-12-13,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,54.75,55.25,TRUE,
1862-12-20,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,54.25,54.5,TRUE,
1862-12-27,http://books.google.com/books?id=H15JAAAAMAAJ&pg=PA73,Jan 1863,Amsterdam,55.5,56.5,TRUE,
1863-01-03,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,56,56.25,TRUE,
1863-01-10,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,56,58,TRUE,
1863-01-17,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,60.5,61.5,TRUE,
1863-01-24,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,61,61.5,TRUE,
1863-01-31,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,65.5,66.5,TRUE,
1863-02-07,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,65,65.5,TRUE,
1863-02-14,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,65,65.5,TRUE,
1863-02-21,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,67,68.5,TRUE,
1863-02-28,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,67.5,71,TRUE,
1863-03-07,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,64,64,TRUE,
1863-03-14,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,64,64,TRUE,
1863-03-21,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,63.5,63.5,TRUE,
1863-03-28,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,61,62,TRUE,
1863-04-04,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,62.5,63.5,TRUE,
1863-04-11,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,61,62,TRUE,
1863-04-18,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,62.25,62.75,TRUE,
1863-04-25,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,61,61.5,TRUE,
1863-05-02,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,61.5,62.5,TRUE,
1863-05-09,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,62.5,63,TRUE,
1863-05-16,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,61.5,62,TRUE,
1863-05-23,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,61,61.5,TRUE,
1863-05-30,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,59.75,60.5,TRUE,
1863-06-06,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,59.75,61.25,TRUE,
1863-06-13,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,59.5,61,TRUE,
1863-06-20,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,58.25,59,TRUE,
1863-06-27,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,59.75,60.5,TRUE,
1863-07-11,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,54,54.25,TRUE,
1863-07-18,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,51.5,52,TRUE,
1863-07-25,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,51.75,52.25,TRUE,
1863-08-01,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,52.5,52.5,TRUE,
1863-08-08,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,51.5,52,TRUE,
1863-08-15,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,51.75,52.25,TRUE,
1863-08-22,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,51,51.5,TRUE,
1863-08-29,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,52.5,56.25,TRUE,
1863-09-05,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,53,53.5,TRUE,
1863-09-12,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,54.5,55,TRUE,
1863-09-19,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,56.5,56.75,TRUE,
1863-09-26,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,58,59,TRUE,
1863-10-03,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,60.25,61,TRUE,
1863-10-10,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,63.5,64,TRUE,
1863-10-17,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,59.75,60.5,TRUE,
1863-10-24,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,59,60,TRUE,
1863-10-31,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,59,60,TRUE,
1863-11-07,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,61,61.5,TRUE,
1863-11-14,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,60.75,61.25,TRUE,
1863-11-21,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,62,63,TRUE,
1863-11-28,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,59,60.5,TRUE,
1863-12-05,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,60.5,61,TRUE,
1863-12-12,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,61.75,62,TRUE,
1863-12-19,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,62.25,62,TRUE,
1863-12-26,http://books.google.com/books?id=v15JAAAAMAAJ&pg=PA31,Jan 1864,Amsterdam,62.25,62.75,TRUE,
1864-01-02,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,62.5,62,TRUE,
1864-01-09,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,62.75,63,TRUE,
1864-01-16,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,64,64.5,TRUE,
1864-01-23,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,64.5,64.5,TRUE,
1864-01-30,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,64.25,64.75,TRUE,
1864-02-06,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,65.25,66.75,TRUE,
1864-02-13,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,65,65.5,TRUE,
1864-02-20,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,65.5,65.75,TRUE,
1864-02-27,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,65.5,65.75,TRUE,
1864-03-05,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,65.75,66.25,TRUE,
1864-03-12,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,66,66.25,TRUE,
1864-03-19,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,65.5,66.25,TRUE,
1864-03-26,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,67.75,68.25,TRUE,
1864-04-02,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,66.75,67,TRUE,
1864-04-09,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,68.5,69,TRUE,
1864-04-16,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,70,71,TRUE,
1864-04-23,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,71.25,71.75,TRUE,
1864-04-30,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,73,74,TRUE,
1864-05-07,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,72,73,TRUE,
1864-05-14,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,71.25,70.75,TRUE,
1864-05-21,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,74,75.5,TRUE,
1864-05-28,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA65,Jan 1865,Amsterdam,75.5,76.75,TRUE,
1864-06-04,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Amsterdam,78,79,TRUE,
1864-06-11,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Amsterdam,79,79.5,TRUE,
1864-06-18,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Amsterdam,79.5,80.5,TRUE,
1864-06-25,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Amsterdam,86,87,TRUE,
1864-07-02,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Amsterdam,93,94,TRUE,
1864-08-20,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Amsterdam,100,102.5,TRUE,
1864-09-10,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Amsterdam,93,94,TRUE,
1864-10-15,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Amsterdam,69,71,TRUE,quote is suspicious
1864-10-22,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Amsterdam,40.625,41,FALSE,
1864-11-05,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Amsterdam,40,41,FALSE,
1864-11-12,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Amsterdam,40,41,FALSE,
1864-11-19,http://books.google.com/books?id=Wl9JAAAAMAAJ&pg=PA66,Jan 1865,Amsterdam,40.5,41.5,FALSE,
1865-01-07,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41.25,41.75,FALSE,
1865-01-14,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41.25,41.625,FALSE,
1865-01-21,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41.25,41.75,FALSE,
1865-01-28,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41,41.625,FALSE,
1865-02-04,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41,41.625,FALSE,
1865-02-11,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,40.75,41.5,FALSE,
1865-02-18,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,40.5,41.375,FALSE,
1865-02-25,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,40.5,40.25,FALSE,
1865-03-04,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,40.625,40.625,FALSE,
1865-03-11,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41.25,41.25,FALSE,
1865-03-18,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41,41.625,FALSE,
1865-03-25,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41,41.625,FALSE,
1865-04-01,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,40.75,41.25,FALSE,
1865-04-08,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,40.75,41.25,FALSE,
1865-04-15,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,40.75,41.25,FALSE,
1865-04-22,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41,41.5,FALSE,
1865-04-29,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41,41.5,FALSE,
1865-05-05,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41.125,41.375,FALSE,
1865-05-12,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41.125,41.75,FALSE,
1865-05-19,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41.125,41.625,FALSE,
1865-05-26,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41.25,41.625,FALSE,
1865-06-02,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41.25,41.75,FALSE,
1865-06-09,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41.25,41.75,FALSE,
1865-06-16,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,41.25,41.625,FALSE,
1865-06-23,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,40.75,41.375,FALSE,
1865-06-30,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,40.5,41.25,FALSE,
1865-07-07,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA47,Jul 1865,Amsterdam,40.5,41,FALSE,
1865-07-14,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA139,Aug 1865,Amsterdam,40.5,40.625,FALSE,
1865-07-21,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA139,Aug 1865,Amsterdam,40.25,40.625,FALSE,
1865-07-28,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA139,Aug 1865,Amsterdam,40.25,40.625,FALSE,
1865-08-05,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA229,Sept 1865,Amsterdam,40,40.375,FALSE,
1865-08-12,http://books.google.com/books?id=c19JAAAAMAAJ&pg=PA229,Sept 1865,Amsterdam,40.25,40.125,FALSE,
