series,issue,date,url,volume,value,is_clean,adjust_gold,adjust_currency,notes
"Ohio 6 per cents, 1886",1861-09-24,1861-07-20,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA317,16,92,0,,,
"Ohio 6 per cents, 1886",1861-09-24,1861-07-30,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA317,16,92,0,,,
"Ohio 6 per cents, 1886",1861-09-24,1861-08-13,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA317,16,92.5,0,,,
"Ohio 6 per cents, 1886",1861-09-24,1861-08-20,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA317,16,93,0,,,
"Ohio 6 per cents, 1886",1861-10-24,1861-08-27,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA397,16,93,0,,,
"Ohio 6 per cents, 1886",1861-10-24,1861-09-03,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA397,16,93,0,,,
"Ohio 6 per cents, 1886",1861-10-24,1861-09-10,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA397,16,92,0,,,
"Ohio 6 per cents, 1886",1861-10-24,1861-09-21,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA397,16,93,0,,,
"Ohio 6 per cents, 1886",1861-11-25,1861-09-28,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA477,16,89,0,,,
"Ohio 6 per cents, 1886",1861-11-25,1861-10-05,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA477,16,90,0,,,
"Ohio 6 per cents, 1886",1861-11-25,1861-10-12,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA477,16,91,0,,,
"Ohio 6 per cents, 1886",1861-11-25,1861-10-23,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA477,16,90,0,,,
"Ohio 6 per cents, 1886",1861-12-28,1861-10-30,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA558,16,92,0,,,
"Ohio 6 per cents, 1886",1861-12-28,1861-11-07,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA558,16,92.5,0,,,
"Ohio 6 per cents, 1886",1861-12-28,1861-11-14,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA558,16,94,0,,,
"Ohio 6 per cents, 1886",1862-01-24,1861-11-21,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA653,16,93.5,0,,,
"Ohio 6 per cents, 1886",1862-01-24,1861-11-27,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA653,16,92,0,,,
"Ohio 6 per cents, 1886",1862-01-24,1861-12-05,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA653,16,92,0,,,
"Ohio 6 per cents, 1886",1862-01-24,1861-12-12,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA653,16,92,0,,,
"Ohio 6 per cents, 1886",1862-01-24,1861-12-19,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA653,16,90,0,,,
"Ohio 6 per cents, 1886",1862-01-24,1861-12-31,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA653,16,88,0,,,
"Ohio 6 per cents, 1886",1862-03-24,1862-01-10,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA830,16,90,0,,,
"Ohio 6 per cents, 1886",1862-03-24,1862-01-20,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA830,16,93,0,,,
"Ohio 6 per cents, 1886",1862-03-24,1862-02-01,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA830,16,95.25,0,,,
"Ohio 6 per cents, 1886",1862-04-24,1862-02-10,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA909,16,97,0,,,
"Ohio 6 per cents, 1886",1862-04-24,1862-02-20,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA909,16,97,0,,,
"Ohio 6 per cents, 1886",1862-04-24,1862-03-01,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA909,16,100,0,,,
"Ohio 6 per cents, 1886",1862-05-25,1862-03-10,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973,16,95,0,,,
"Ohio 6 per cents, 1886",1862-05-25,1862-03-20,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973,16,96,0,,,
"Ohio 6 per cents, 1886",1862-05-25,1862-04-01,http://books.google.com/books?id=B10mAQAAIAAJ&pg=PA973,16,98.5,0,,,
"Ohio 6 per cents, 1886",1862-06-24,1862-04-10,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA90,17,100,0,,,
"Ohio 6 per cents, 1886",1862-06-24,1862-04-21,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA90,17,99.5,0,,,
"Ohio 6 per cents, 1886",1862-06-24,1862-05-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA90,17,101,0,,,
"Ohio 6 per cents, 1886",1862-07-23,1862-05-10,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA166,17,102,0,,,
"Ohio 6 per cents, 1886",1862-07-23,1862-05-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA166,17,102,0,,,
"Ohio 6 per cents, 1886",1862-07-23,1862-06-02,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA166,17,103.5,0,,,
"Ohio 6 per cents, 1886",1862-08-23,1862-06-11,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA238,17,105,0,,,
"Ohio 6 per cents, 1886",1862-08-23,1862-06-21,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA238,17,105,0,,,
"Ohio 6 per cents, 1886",1862-08-23,1862-07-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA238,17,105,0,,,
"Ohio 6 per cents, 1886",1862-09-23,1862-07-10,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA317,17,107,0,,,
"Ohio 6 per cents, 1886",1862-09-23,1862-07-21,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA317,17,105,0,,,
"Ohio 6 per cents, 1886",1862-09-23,1862-08-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA317,17,104,0,,,
"Ohio 6 per cents, 1886",1862-10-25,1862-08-11,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA405,17,104.5,0,,,
"Ohio 6 per cents, 1886",1862-10-25,1862-08-21,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA405,17,106,0,,,
"Ohio 6 per cents, 1886",1862-10-25,1862-09-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA405,17,107,0,,,
"Ohio 6 per cents, 1886",1862-11-24,1862-09-11,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA477,17,107,0,,,
"Ohio 6 per cents, 1886",1862-11-24,1862-09-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA477,17,108.5,0,,,
"Ohio 6 per cents, 1886",1862-11-24,1862-10-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA477,17,108.5,0,,,
"Ohio 6 per cents, 1886",1862-12-24,1862-10-11,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA573,17,108.5,0,,,
"Ohio 6 per cents, 1886",1862-12-24,1862-10-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA573,17,109,0,,,
"Ohio 6 per cents, 1886",1862-12-24,1862-11-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA573,17,108.5,0,,,
"Ohio 6 per cents, 1886",1863-01-24,1862-11-10,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA654,17,108.5,0,,,
"Ohio 6 per cents, 1886",1863-01-24,1862-11-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA654,17,113,0,,,
"Ohio 6 per cents, 1886",1863-01-24,1862-12-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA654,17,113,0,,,
"Ohio 6 per cents, 1886",1863-02-20,1862-12-16,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA733,17,116,0,,,
"Ohio 6 per cents, 1886",1863-02-20,1862-12-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA733,17,108.5,0,,,
"Ohio 6 per cents, 1886",1863-02-20,1863-01-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA733,17,113,0,,,
"Ohio 6 per cents, 1886",1863-03-20,1863-01-10,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA827,17,113,0,,,
"Ohio 6 per cents, 1886",1863-03-20,1863-01-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA827,17,116,0,,,
"Ohio 6 per cents, 1886",1863-03-20,1863-02-02,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA827,17,120,0,,,
"Ohio 6 per cents, 1886",1863-04-25,1863-02-10,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916,17,118.5,0,,,
"Ohio 6 per cents, 1886",1863-04-25,1863-02-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916,17,118.5,0,,,
"Ohio 6 per cents, 1886",1863-04-25,1863-02-28,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA916,17,120,0,,,
"Ohio 6 per cents, 1886",1863-05-25,1863-03-10,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA1007,17,117,0,,,
"Ohio 6 per cents, 1886",1863-05-25,1863-03-20,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA1007,17,116,0,,,
"Ohio 6 per cents, 1886",1863-05-25,1863-04-01,http://books.google.com/books?id=tF0mAQAAIAAJ&pg=PA1007,17,120,0,,,
"Ohio 6 per cents, 1886",1863-06-20,1863-04-11,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86,18,115,0,,,
"Ohio 6 per cents, 1886",1863-06-20,1863-04-20,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86,18,113,0,,,
"Ohio 6 per cents, 1886",1863-06-20,1863-05-01,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86,18,112,0,,,
"Ohio 6 per cents, 1886",1863-06-20,1863-05-11,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86,18,112,0,,,
"Ohio 6 per cents, 1886",1863-06-20,1863-05-20,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86,18,112,0,,,
"Ohio 6 per cents, 1886",1863-06-20,1863-06-01,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86,18,112,0,,,
"Ohio 6 per cents, 1886",1863-06-20,1863-06-11,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA86,18,112,0,,,
"Ohio 6 per cents, 1886",1863-08-20,1863-06-20,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA246,18,113,0,,,
"Ohio 6 per cents, 1886",1863-08-20,1863-07-01,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA246,18,113,0,,,
"Ohio 6 per cents, 1886",1863-08-20,1863-07-10,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA246,18,112,0,,,
"Ohio 6 per cents, 1886",1863-08-20,1863-07-20,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA246,18,111,0,,,
"Ohio 6 per cents, 1886",1863-09-21,1863-07-28,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,111,0,,,
"Ohio 6 per cents, 1886",1863-09-21,1863-08-04,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,107,0,,,
"Ohio 6 per cents, 1886",1863-09-21,1863-08-11,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,107,0,,,
"Ohio 6 per cents, 1886",1863-09-21,1863-08-18,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,107,0,,,
"Ohio 6 per cents, 1886",1863-09-21,1863-08-25,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,108,0,,,
"Ohio 6 per cents, 1886",1863-09-21,1863-09-01,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,108,0,,,
"Ohio 6 per cents, 1886",1863-09-21,1863-09-08,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,108,0,,,
"Ohio 6 per cents, 1886",1863-09-21,1863-09-15,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA325,18,108,0,,,
"Ohio 6 per cents, 1886",1863-10-24,1863-09-22,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406,18,107,0,,,
"Ohio 6 per cents, 1886",1863-10-24,1863-09-29,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA406,18,107,0,,,
"Ohio 6 per cents, 1886",1863-11-25,1863-10-06,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500,18,107,0,,,
"Ohio 6 per cents, 1886",1863-11-25,1863-10-13,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500,18,107,0,,,
"Ohio 6 per cents, 1886",1863-11-25,1863-10-20,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500,18,108,0,,,
"Ohio 6 per cents, 1886",1863-11-25,1863-10-27,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA500,18,110,0,,,
"Ohio 6 per cents, 1886",1863-12-22,1863-11-03,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA597,18,110,0,,,
"Ohio 6 per cents, 1886",1863-12-22,1863-11-10,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA597,18,111,0,,,
"Ohio 6 per cents, 1886",1863-12-22,1863-11-17,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA597,18,110,0,,,
"Ohio 6 per cents, 1886",1863-12-22,1863-11-24,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA597,18,109,0,,,
"Ohio 6 per cents, 1886",1864-01-20,1863-12-01,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA679,18,111,0,,,
"Ohio 6 per cents, 1886",1864-01-20,1863-12-08,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA679,18,111,0,,,
"Ohio 6 per cents, 1886",1864-01-20,1863-12-15,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA679,18,111,0,,,
"Ohio 6 per cents, 1886",1864-01-20,1863-12-22,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA679,18,111,0,,,
"Ohio 6 per cents, 1886",1864-02-20,1863-12-29,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA757,18,108,0,,,
"Ohio 6 per cents, 1886",1864-02-20,1864-01-05,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA757,18,111,0,,,
"Ohio 6 per cents, 1886",1864-02-20,1864-01-12,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA757,18,111,0,,,
"Ohio 6 per cents, 1886",1864-02-20,1864-01-19,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA757,18,111,0,,,
"Ohio 6 per cents, 1886",1864-02-20,1864-01-26,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA757,18,108,0,,,
"Ohio 6 per cents, 1886",1864-03-26,1864-02-02,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA844,18,108,0,,,
"Ohio 6 per cents, 1886",1864-03-26,1864-02-09,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA844,18,108,0,,,
"Ohio 6 per cents, 1886",1864-03-26,1864-02-16,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA844,18,108,0,,,
"Ohio 6 per cents, 1886",1864-03-26,1864-02-23,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA844,18,108.5,0,,,
"Ohio 6 per cents, 1886",1864-04-20,1864-03-01,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925,18,108.5,0,,,
"Ohio 6 per cents, 1886",1864-04-20,1864-03-08,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925,18,108.5,0,,,
"Ohio 6 per cents, 1886",1864-04-20,1864-03-15,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925,18,108.5,0,,,
"Ohio 6 per cents, 1886",1864-04-20,1864-03-22,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA925,18,109,0,,,
"Ohio 6 per cents, 1886",1864-05-24,1864-03-29,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA1005,18,110.5,0,,,
"Ohio 6 per cents, 1886",1864-05-24,1864-04-05,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA1005,18,110.25,0,,,
"Ohio 6 per cents, 1886",1864-05-24,1864-04-12,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA1005,18,110.5,0,,,
"Ohio 6 per cents, 1886",1864-05-24,1864-04-19,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA1005,18,108,0,,,
"Ohio 6 per cents, 1886",1864-05-24,1864-04-26,http://books.google.com/books?id=D14mAQAAIAAJ&pg=PA1005,18,110.5,0,,,
"Ohio 6 per cents, 1886",1864-06-22,1864-05-03,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA77,19,110,0,,,
"Ohio 6 per cents, 1886",1864-06-22,1864-05-10,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA77,19,110,0,,,
"Ohio 6 per cents, 1886",1864-06-22,1864-05-17,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA77,19,110,0,,,
"Ohio 6 per cents, 1886",1864-06-22,1864-05-24,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA77,19,110,0,,,
"Ohio 6 per cents, 1886",1864-07-23,1864-05-31,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA157,19,110,0,,,
"Ohio 6 per cents, 1886",1864-07-23,1864-06-07,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA157,19,110,0,,,
"Ohio 6 per cents, 1886",1864-07-23,1864-06-14,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA157,19,110,0,,,
"Ohio 6 per cents, 1886",1864-07-23,1864-06-21,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA157,19,110,0,,,
"Ohio 6 per cents, 1886",1864-08-20,1864-06-28,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237,19,106,0,,,
"Ohio 6 per cents, 1886",1864-08-20,1864-07-05,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237,19,110,0,,,
"Ohio 6 per cents, 1886",1864-08-20,1864-07-12,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237,19,111,0,,,
"Ohio 6 per cents, 1886",1864-08-20,1864-07-19,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237,19,112,0,,,
"Ohio 6 per cents, 1886",1864-08-20,1864-07-26,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA237,19,112,0,,,
"Ohio 6 per cents, 1886",1864-09-20,1864-08-02,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA317,19,112,0,,,
"Ohio 6 per cents, 1886",1864-09-20,1864-08-09,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA317,19,112,0,,,
"Ohio 6 per cents, 1886",1864-09-20,1864-08-16,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA317,19,112,0,,,
"Ohio 6 per cents, 1886",1864-09-20,1864-08-23,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA317,19,112,0,,,
"Ohio 6 per cents, 1886",1864-10-20,1864-08-30,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA413,19,112,0,,,
"Ohio 6 per cents, 1886",1864-10-20,1864-09-06,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA413,19,112,0,,,
"Ohio 6 per cents, 1886",1864-10-20,1864-09-13,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA413,19,112,0,,,
"Ohio 6 per cents, 1886",1864-10-20,1864-09-20,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA413,19,118.5,0,,,
"Ohio 6 per cents, 1886",1864-10-20,1864-09-27,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA413,19,118.5,0,,,
"Ohio 6 per cents, 1886",1864-11-26,1864-10-04,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA510,19,118.5,0,,,
"Ohio 6 per cents, 1886",1864-11-26,1864-10-11,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA510,19,118.5,0,,,
"Ohio 6 per cents, 1886",1864-11-26,1864-10-18,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA510,19,105,0,,,
"Ohio 6 per cents, 1886",1864-11-26,1864-10-25,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA510,19,105,0,,,
"Ohio 6 per cents, 1886",1864-12-28,1864-11-01,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA589,19,106,0,,,
"Ohio 6 per cents, 1886",1864-12-28,1864-11-08,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA589,19,105,0,,,
"Ohio 6 per cents, 1886",1864-12-28,1864-11-15,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA589,19,105,0,,,
"Ohio 6 per cents, 1886",1864-12-28,1864-11-22,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA589,19,106,0,,,
"Ohio 6 per cents, 1886",1864-12-28,1864-11-29,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA589,19,106,0,,,
"Ohio 6 per cents, 1886",1865-01-28,1864-12-06,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA670,19,106,0,,,
"Ohio 6 per cents, 1886",1865-01-28,1864-12-13,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA670,19,106,0,,,
"Ohio 6 per cents, 1886",1865-01-28,1864-12-20,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA670,19,106,0,,,
"Ohio 6 per cents, 1886",1865-01-28,1864-12-27,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA670,19,100,0,,,
"Ohio 6 per cents, 1886",1865-02-21,1865-01-03,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA766,19,106,0,,,
"Ohio 6 per cents, 1886",1865-02-21,1865-01-10,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA766,19,106,0,,,
"Ohio 6 per cents, 1886",1865-02-21,1865-01-17,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA766,19,106,0,,,
"Ohio 6 per cents, 1886",1865-02-21,1865-01-24,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA766,19,106,0,,,
"Ohio 6 per cents, 1886",1865-03-22,1865-01-31,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA862,19,104,0,,,
"Ohio 6 per cents, 1886",1865-03-22,1865-02-07,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA862,19,104,0,,,
"Ohio 6 per cents, 1886",1865-03-22,1865-02-14,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA862,19,104,0,,,
"Ohio 6 per cents, 1886",1865-03-22,1865-02-21,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA862,19,104,0,,,
"Ohio 6 per cents, 1886",1865-04-22,1865-02-28,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA940,19,104,0,,,
"Ohio 6 per cents, 1886",1865-04-22,1865-03-07,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA940,19,104,0,,,
"Ohio 6 per cents, 1886",1865-04-22,1865-03-14,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA940,19,104,0,,,
"Ohio 6 per cents, 1886",1865-04-22,1865-03-21,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA940,19,103,0,,,
"Ohio 6 per cents, 1886",1865-04-22,1865-03-28,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA940,19,105,0,,,
"Ohio 6 per cents, 1886",1865-05-24,1865-04-04,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA1016,19,103,0,,,
"Ohio 6 per cents, 1886",1865-05-24,1865-04-11,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA1016,19,99,0,,,
"Ohio 6 per cents, 1886",1865-05-24,1865-04-18,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA1016,19,99,0,,,
"Ohio 6 per cents, 1886",1865-05-24,1865-04-25,http://books.google.com/books?id=lGAmAQAAIAAJ&pg=PA1016,19,99,0,,,
"Ohio 6 per cents, 1886",1865-06-24,1865-05-02,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA93,20,99,0,,,
"Ohio 6 per cents, 1886",1865-06-24,1865-05-09,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA93,20,99,0,,,
"Ohio 6 per cents, 1886",1865-06-24,1865-05-16,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA93,20,99,0,,,
"Ohio 6 per cents, 1886",1865-06-24,1865-05-23,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA93,20,99,0,,,
"Ohio 6 per cents, 1886",1865-07-25,1865-05-30,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189,20,99,0,,,
"Ohio 6 per cents, 1886",1865-07-25,1865-06-06,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189,20,99,0,,,
"Ohio 6 per cents, 1886",1865-07-25,1865-06-13,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189,20,100,0,,,
"Ohio 6 per cents, 1886",1865-07-25,1865-06-20,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189,20,100,0,,,
"Ohio 6 per cents, 1886",1865-07-25,1865-06-27,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA189,20,100,0,,,
"Ohio 6 per cents, 1886",1865-08-26,1865-07-05,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA271,20,100,0,,,
"Ohio 6 per cents, 1886",1865-08-26,1865-07-10,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA271,20,100,0,,,
"Ohio 6 per cents, 1886",1865-08-26,1865-07-17,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA271,20,,0,,,
"Ohio 6 per cents, 1886",1865-08-26,1865-07-25,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA271,20,97.5,0,,,
"Ohio 6 per cents, 1886",1865-09-23,1865-08-01,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA350,20,96,0,,,
"Ohio 6 per cents, 1886",1865-09-23,1865-08-08,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA350,20,96,0,,,
"Ohio 6 per cents, 1886",1865-09-23,1865-08-15,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA350,20,96,0,,,
"Ohio 6 per cents, 1886",1865-09-23,1865-08-22,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA350,20,97.5,0,,,
"Ohio 6 per cents, 1886",1865-09-23,1865-08-29,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA350,20,97.5,0,,,
"Ohio 6 per cents, 1886",1865-10-28,1865-09-05,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,99,0,,,
"Ohio 6 per cents, 1886",1865-10-28,1865-09-12,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,94,0,,,
"Ohio 6 per cents, 1886",1865-10-28,1865-09-19,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,99,0,,,
"Ohio 6 per cents, 1886",1865-10-28,1865-09-28,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,99,0,,,
"Ohio 6 per cents, 1886",1865-10-28,1865-10-03,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,98,0,,,
"Ohio 6 per cents, 1886",1865-10-28,1865-10-10,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,98,0,,,
"Ohio 6 per cents, 1886",1865-10-28,1865-10-17,http://books.google.com/books?id=1HY9AAAAYAAJ&pg=PA430,20,99,0,,,
