"name","city","state","price_mean","bidder_num","auction"
"L. Kingman","Quincy","IL",54.24709,147,"1864-06-15; Sixes of 1881"
"Lisner, Brothers","New York","NY",54.24709,148,"1864-06-15; Sixes of 1881"
"Maj. A. Hard","Washington","DC",54.24709,149,"1864-06-15; Sixes of 1881"
"Mrs. Eliza Ann Carter","New York","NY",54.24709,150,"1864-06-15; Sixes of 1881"
"Mrs. T. D. Wheeler","New Haven","CT",54.24709,151,"1864-06-15; Sixes of 1881"
"O. Wieber","Lowville","NY",54.24709,152,"1864-06-15; Sixes of 1881"
"R. N. Ishan","Chicago","IL",54.24709,153,"1864-06-15; Sixes of 1881"
"Rev. Wilbur Johnson","N. Milford","PA",54.24709,154,"1864-06-15; Sixes of 1881"
"Roswell Hascall","New York","NY",54.24709,155,"1864-06-15; Sixes of 1881"
"Sarah M. Table","Harlem","NY",54.24709,156,"1864-06-15; Sixes of 1881"
"Seth C. Sherman","Quincy","IL",54.24709,157,"1864-06-15; Sixes of 1881"
"Sixth National Bank","New York","NY",54.24709,158,"1864-06-15; Sixes of 1881"
"Stetson & Co.","Bangor","ME",54.24709,159,"1864-06-15; Sixes of 1881"
"Third National Bank","Cincinnati","OH",54.24709,160,"1864-06-15; Sixes of 1881"
"Thomas Baxter","Carlisle","PA",54.24709,161,"1864-06-15; Sixes of 1881"
"Thomas Cornell","Randolph","NY",54.24709,162,"1864-06-15; Sixes of 1881"
"Thomas Loweree","Newark","NJ",54.24709,163,"1864-06-15; Sixes of 1881"
"Union Bank","Fall River","MA",54.24709,164,"1864-06-15; Sixes of 1881"
"W. A. Kissam","New York","NY",54.24709,165,"1864-06-15; Sixes of 1881"
"William Conant","Geneva","IL",54.24709,166,"1864-06-15; Sixes of 1881"
"William Courie","Geneva","IL",54.24709,167,"1864-06-15; Sixes of 1881"
"William Furmage","","",54.24709,168,"1864-06-15; Sixes of 1881"
"William Miller","Indianapolis","IN",54.24709,169,"1864-06-15; Sixes of 1881"
"William R. Frost","Boston","MA",54.24709,170,"1864-06-15; Sixes of 1881"
"Gilman Currier","Boston","MA",54.2203805121283,171,"1864-06-15; Sixes of 1881"
"Kauntle, Nockad & Kuhne","New York","NY",54.2151046875,172,"1864-06-15; Sixes of 1881"
"First National Bank","Baltimore","MD",54.207108359375,173,"1864-06-15; Sixes of 1881"
"Wooster Co. Institution for Savings","","",54.2044429166667,174,"1864-06-15; Sixes of 1881"
"J. N. Pearce, Jr., Cashier","Lowell","MA",54.2004406519231,175,"1864-06-15; Sixes of 1881"
"Andrew Bigelow","Boston","MA",54.1959135,176,"1864-06-15; Sixes of 1881"
"A. V. Stout","New York","NY",54.19386644,177,"1864-06-15; Sixes of 1881"
"Revere Bank","Boston","MA",54.1846688365052,178,"1864-06-15; Sixes of 1881"
"Anson S. Marshall","Concord","NH",54.17032525,179,"1864-06-15; Sixes of 1881"
"New-Haven Bank","New Haven","CT",54.1383399375,180,"1864-06-15; Sixes of 1881"
"G. W. Welch","New York","NY",54.1345017,181,"1864-06-15; Sixes of 1881"
"W. T. Davis, Pres.","Plymouth","MA",54.1276781666667,182,"1864-06-15; Sixes of 1881"
"First National Bank","Fall River","MA",54.1252411904762,183,"1864-06-15; Sixes of 1881"
"Second National Bank","Scranton","PA",54.1207480815935,184,"1864-06-15; Sixes of 1881"
"Daniel W. Laurence","Medford","MA",54.11914875,185,"1864-06-15; Sixes of 1881"
"Samuel Elder & Co.","Baltimore","MD",54.11914875,186,"1864-06-15; Sixes of 1881"
"Boylston Bank","Boston","MA",54.11914875,187,"1864-06-15; Sixes of 1881"
"Charles A. Meigs & Son","New York","NY",54.11914875,188,"1864-06-15; Sixes of 1881"
"Eudicatt King","Washington","DC",54.11914875,189,"1864-06-15; Sixes of 1881"
"Shelton Sturgis","Chicago","IL",54.11914875,190,"1864-06-15; Sixes of 1881"
"T. T. Fisher","Hartford","CT",54.1162736657303,191,"1864-06-15; Sixes of 1881"
"Second National Bank","Toledo","OH",54.0941963878061,192,"1864-06-15; Sixes of 1881"
"E. L. Boles","New York","NY",54.0935605,193,"1864-06-15; Sixes of 1881"
"Thomas Coleman, President","Troy","NY",54.0908950572917,194,"1864-06-15; Sixes of 1881"
"C. M. Rutter & Co.","New York","NY",54.0877669339623,195,"1864-06-15; Sixes of 1881"
"Henry Randall","New York","NY",54.0842556818182,196,"1864-06-15; Sixes of 1881"
"Johh B. Hill","New York","NY",54.0765016666667,197,"1864-06-15; Sixes of 1881"
"Walden & Willard","New York","NY",54.0765016666667,198,"1864-06-15; Sixes of 1881"
"Brothers McKun","Baltimore","MD",54.055178125,199,"1864-06-15; Sixes of 1881"
"E. Tiehenor","Davenport","IA",54.042384,200,"1864-06-15; Sixes of 1881"
"Henry W. Richards","Boston","MA",54.042384,201,"1864-06-15; Sixes of 1881"
"S. S. Riker","New York","NY",54.042384,202,"1864-06-15; Sixes of 1881"
"C. F. Hillyer, President Charter Oak Bank","Hartford","CT",54.02639134375,203,"1864-06-15; Sixes of 1881"
"B. Marwick","New York","NY",54.0219134,204,"1864-06-15; Sixes of 1881"
"National Exchange Bank","Hartford","CT",54.0200060839483,205,"1864-06-15; Sixes of 1881"
"Wamesit Bank","Lowell","MA",54.0082663333333,206,"1864-06-15; Sixes of 1881"
"W. T. Mott, Jr.","New York","NY",54.0014428,207,"1864-06-15; Sixes of 1881"
"Caleb Chase","Boston","MA",53.9912075,208,"1864-06-15; Sixes of 1881"
"Fifth National Bank","Chicago","IL",53.9912075,209,"1864-06-15; Sixes of 1881"
"John S. Herr & others","Strausburg","PA",53.9912075,210,"1864-06-15; Sixes of 1881"
"R. B. Witt","Washington","DC",53.9912075,211,"1864-06-15; Sixes of 1881"
"Albert Childs","Boston","MA",53.9912075,212,"1864-06-15; Sixes of 1881"
"Alton Marc","Washington","DC",53.9912075,213,"1864-06-15; Sixes of 1881"
"Charles Jenkins","New York","NY",53.9912075,214,"1864-06-15; Sixes of 1881"
"G. L. Lovett","Boston","MA",53.9912075,215,"1864-06-15; Sixes of 1881"
"Home Insurance Company","Philadelphia","PA",53.9912075,216,"1864-06-15; Sixes of 1881"
"Horace Abbott","Baltimore","MD",53.9912075,217,"1864-06-15; Sixes of 1881"
"L. S. Lawrence & Co.","New York","NY",53.9912075,218,"1864-06-15; Sixes of 1881"
"Lockwood & Co.","New York","NY",53.9912075,219,"1864-06-15; Sixes of 1881"
"Mechanics' Bank  of New Bedford","New Bedford","MA",53.9912075,220,"1864-06-15; Sixes of 1881"
"New Bedford Institution for Savings","New Bedford","MA",53.9912075,221,"1864-06-15; Sixes of 1881"
"P. W. Dudley","Whitinsville","MA",53.9912075,222,"1864-06-15; Sixes of 1881"
"R. H. Wilder","Philadelphia","PA",53.9912075,223,"1864-06-15; Sixes of 1881"
"R. V. Yates","Utica","NY",53.9912075,224,"1864-06-15; Sixes of 1881"
"Rochester Savings' Bank","Rochester","NY",53.9912075,225,"1864-06-15; Sixes of 1881"
"S. C. Fisch","Hawley","PA",53.9912075,226,"1864-06-15; Sixes of 1881"
"S. F. Cooley","North Handley","MA",53.9912075,227,"1864-06-15; Sixes of 1881"
"W. H. H. Burnell","New Haven","CT",53.9912075,228,"1864-06-15; Sixes of 1881"
"Wesley Armstrong","Louisville","KY",53.9912075,229,"1864-06-15; Sixes of 1881"
"William H. Perry","New York","NY",53.9912075,230,"1864-06-15; Sixes of 1881"
"Cornelius Fogarty","","",53.9912075,231,"1864-06-15; Sixes of 1881"
"Daniel Laurence","","",53.9912075,232,"1864-06-15; Sixes of 1881"
"First National Bank","Jersey City","NJ",53.9853587571429,233,"1864-06-15; Sixes of 1881"
"Warner & Forrester","New York","NY",53.9795764772727,234,"1864-06-15; Sixes of 1881"
"Mutual Ben, Life Insurance Co.","","NJ",53.9455936630435,235,"1864-06-15; Sixes of 1881"
"State Bank","Troy","NY",53.9408407547468,236,"1864-06-15; Sixes of 1881"
"W. L. Piper, Cashier, Lancaster Co. Bk.","Lancaster","PA",53.940031,237,"1864-06-15; Sixes of 1881"
"E. C. Scranton, President Second National Bank","New Haven","CT",53.9324839756549,238,"1864-06-15; Sixes of 1881"
"Frederick Schroeder","New York","NY",53.9229721666667,239,"1864-06-15; Sixes of 1881"
"Stuart & Brother","Philadelphia","PA",53.92263099,240,"1864-06-15; Sixes of 1881"
"Ninth National Bank","New York","NY",53.9189940197628,241,"1864-06-15; Sixes of 1881"
"J. N. Camp, cashier","New York","NY",53.89397215,242,"1864-06-15; Sixes of 1881"
"Fourth National Bank","St. Louis","MO",53.8786192,243,"1864-06-15; Sixes of 1881"
"Cuyler Bank","Palmyra","NY",53.8769133166667,244,"1864-06-15; Sixes of 1881"
"Marcus and Baltzer","New York","NY",53.8769133166667,245,"1864-06-15; Sixes of 1881"
"Albert Smith, M.D.","New York","NY",53.8707922058824,246,"1864-06-15; Sixes of 1881"
"Asa Richardson","Morrell","WI",53.86326625,247,"1864-06-15; Sixes of 1881"
"B.R. Hutchinson","Philadelphia","PA",53.86326625,248,"1864-06-15; Sixes of 1881"
"First Nat Bank","Poughkeepsie","NY",53.86326625,249,"1864-06-15; Sixes of 1881"
"George Bailey","New Bedford","CT",53.86326625,250,"1864-06-15; Sixes of 1881"
"H. T. Woods","Boston","MA",53.86326625,251,"1864-06-15; Sixes of 1881"
"J. S. Loud, Pres.","Plymouth","MA",53.86326625,252,"1864-06-15; Sixes of 1881"
"Jay Cook & Co. for Clark, Dodge & Co","Washington","DC",53.86326625,253,"1864-06-15; Sixes of 1881"
"A. B. Wood","New York","NY",53.86326625,254,"1864-06-15; Sixes of 1881"
"Mechanics' Bank of New Bedford","New Bedford","CT",53.86326625,255,"1864-06-15; Sixes of 1881"
"Second National Bank","Norwich","CT",53.8555335370879,256,"1864-06-15; Sixes of 1881"
"John Carle, Jr.","New York","NY",53.8537620428571,257,"1864-06-15; Sixes of 1881"
"First National Bank","Warwick","NY",53.8528056446541,258,"1864-06-15; Sixes of 1881"
"Roswell S. Burroughs","Albion","NY",53.8339560727273,259,"1864-06-15; Sixes of 1881"
"Bowery Sayings Bank","","",53.81208975,260,"1864-06-15; Sixes of 1881"
"John Bridge","New York","NY",53.81208975,261,"1864-06-15; Sixes of 1881"
"First National Bank","Bennington","VT",53.799295625,262,"1864-06-15; Sixes of 1881"
"P. Gibson","Baltimore","MD",53.7959786296296,263,"1864-06-15; Sixes of 1881"
"Ralph Clark, Guardian","New York","NY",53.79161915,264,"1864-06-15; Sixes of 1881"
"First National Bank","Salem","MA",53.7865015,265,"1864-06-15; Sixes of 1881"
"Otis Daniels","Boston","MA",53.7865015,266,"1864-06-15; Sixes of 1881"
"Saving Bank of Baltimore","Baltimore","MD",53.7865015,267,"1864-06-15; Sixes of 1881"
"Bank of North America","New York","NY",53.7865015,268,"1864-06-15; Sixes of 1881"
"Bonnd & Bailey","New York","NY",53.7865015,269,"1864-06-15; Sixes of 1881"
"Weeks & Co.","New York","NY",53.7865015,270,"1864-06-15; Sixes of 1881"
"Jay, Cook & Co.","Washington","DC",53.7843414529221,271,"1864-06-15; Sixes of 1881"
"Seth Turner","Randolph","MA",53.77114855,272,"1864-06-15; Sixes of 1881"
"G. C. Beckwith","Cambridge","MA",53.7669924385899,273,"1864-06-15; Sixes of 1881"
"First National Bank","Boston","MA",53.7647242659574,274,"1864-06-15; Sixes of 1881"
"C. B. Blair","Chicago","IL",53.7487925,275,"1864-06-15; Sixes of 1881"
"Charles P. Gulick","New York","NY",53.7455603,276,"1864-06-15; Sixes of 1881"
"East River Saving Institution","New York","NY",53.7455603,277,"1864-06-15; Sixes of 1881"
"John Turner","New York","NY",53.7455603,278,"1864-06-15; Sixes of 1881"
"E. W. Clark & Co.","Philadelphia","PA",53.7455018682207,279,"1864-06-15; Sixes of 1881"
"Adam S. Hill","Washington","DC",53.735325,280,"1864-06-15; Sixes of 1881"
"Archibald Sterling","Baltimore","MD",53.735325,281,"1864-06-15; Sixes of 1881"
"Ashall Searle","Syracuse","NY",53.735325,282,"1864-06-15; Sixes of 1881"
"Bank of Commerce","","",53.735325,283,"1864-06-15; Sixes of 1881"
"Bartlett Doe","Boston","MA",53.735325,284,"1864-06-15; Sixes of 1881"
"Blake Brothers & Co.","Boston","MA",53.735325,285,"1864-06-15; Sixes of 1881"
"C. P. Buckingham","New York","NY",53.735325,286,"1864-06-15; Sixes of 1881"
"C. P. Rockingham","New York","NY",53.735325,287,"1864-06-15; Sixes of 1881"
"Charles E. Nyes","Findley","OH",53.735325,288,"1864-06-15; Sixes of 1881"
"Charles R. Pise","Boston","MA",53.735325,289,"1864-06-15; Sixes of 1881"
"Cragin & Company","New York","NY",53.735325,290,"1864-06-15; Sixes of 1881"
"D. N. Webster","Conneaut","OH",53.735325,291,"1864-06-15; Sixes of 1881"
"David Tod","Youngstown","OH",53.735325,292,"1864-06-15; Sixes of 1881"
"Dianthe Bacon","Northampton","MA",53.735325,293,"1864-06-15; Sixes of 1881"
"Downington Bank","","PA",53.735325,294,"1864-06-15; Sixes of 1881"
"Edgar DuPont","Boston","MA",53.735325,295,"1864-06-15; Sixes of 1881"
"Edward Helwig","New York","NY",53.735325,296,"1864-06-15; Sixes of 1881"
"Farmers' Bank","Lancaster","PA",53.735325,297,"1864-06-15; Sixes of 1881"
"First National Bank","Springfield","VT",53.735325,298,"1864-06-15; Sixes of 1881"
"Frank W. Simson","New York","NY",53.735325,299,"1864-06-15; Sixes of 1881"
"Franklin Haven","Boston","MA",53.735325,300,"1864-06-15; Sixes of 1881"
"Frist National Bank","St. Paul","MN",53.735325,301,"1864-06-15; Sixes of 1881"
"G. C. Howe & Co.","Boston","MA",53.735325,302,"1864-06-15; Sixes of 1881"
"G. P. Corney","New York","NY",53.735325,303,"1864-06-15; Sixes of 1881"
"G. R. Bent","Baltimore","MD",53.735325,304,"1864-06-15; Sixes of 1881"
"George Darrow","New York","NY",53.735325,305,"1864-06-15; Sixes of 1881"
"Henry Shaw","New York","NY",53.735325,306,"1864-06-15; Sixes of 1881"
"Hon. W. P. Noble, for Tomb, Huss & Co.","Tiffin","OH",53.735325,307,"1864-06-15; Sixes of 1881"
"Horace P. Pearsons","Morrisonville","NY",53.735325,308,"1864-06-15; Sixes of 1881"
"J. C. Jordan","Brunswick","ME",53.735325,309,"1864-06-15; Sixes of 1881"
"J. Cheasbro","De Kalb","IL",53.735325,310,"1864-06-15; Sixes of 1881"
"J. Culbertson, Jr.","Madison","IN",53.735325,311,"1864-06-15; Sixes of 1881"
"J. D. Sears","Upper Sandusky","OH",53.735325,312,"1864-06-15; Sixes of 1881"
"J. F. Baldwin","Cincinnati","OH",53.735325,313,"1864-06-15; Sixes of 1881"
"J. H. Kimball, Treasurer","Bath","ME",53.735325,314,"1864-06-15; Sixes of 1881"
"J. H. King","Augusta","ME",53.735325,315,"1864-06-15; Sixes of 1881"
"J. R. Palmer","New York","NY",53.735325,316,"1864-06-15; Sixes of 1881"
"J. S. Bailey, Cashier","Springfield","MA",53.735325,317,"1864-06-15; Sixes of 1881"
"Jame E. Froiseth","Washington","DC",53.735325,318,"1864-06-15; Sixes of 1881"
"James H. Perry","Providence","RI",53.735325,319,"1864-06-15; Sixes of 1881"
"Jerome Ives","Watertown","NY",53.735325,320,"1864-06-15; Sixes of 1881"
"Jesse Hoyt & Co.","New York","NY",53.735325,321,"1864-06-15; Sixes of 1881"
"John Costra","Philadelphia","PA",53.735325,322,"1864-06-15; Sixes of 1881"
"John D. Collins","Utica","NY",53.735325,323,"1864-06-15; Sixes of 1881"
"John P. Atwater","New Haven","CT",53.735325,324,"1864-06-15; Sixes of 1881"
"Junerich & Smith","Philadelphia","PA",53.735325,325,"1864-06-15; Sixes of 1881"
"Kirtland & Co.","New York","NY",53.735325,326,"1864-06-15; Sixes of 1881"
"Lathrop & Mott","New York","NY",53.735325,327,"1864-06-15; Sixes of 1881"
"Lawriston Grute","Boston","MA",53.735325,328,"1864-06-15; Sixes of 1881"
"Louis Spanter","New York","NY",53.735325,329,"1864-06-15; Sixes of 1881"
"Ludlow A. Baltershall","Troy","NY",53.735325,330,"1864-06-15; Sixes of 1881"
"Milton Ward & Merver","Boston","MA",53.735325,331,"1864-06-15; Sixes of 1881"
"Mount Hope Insurance Co.","Boston","MA",53.735325,332,"1864-06-15; Sixes of 1881"
"Mrs. Susan Wells","New York","NY",53.735325,333,"1864-06-15; Sixes of 1881"
"R. L. & A. Stuart","New York","NY",53.735325,334,"1864-06-15; Sixes of 1881"
"Reuben Wittey","West Medford","MA",53.735325,335,"1864-06-15; Sixes of 1881"
"Rudderow, Jones & Co","New York","NY",53.735325,336,"1864-06-15; Sixes of 1881"
"S. N. White","Aurora","IL",53.735325,337,"1864-06-15; Sixes of 1881"
"S. Sterry Smith","Providence","RI",53.735325,338,"1864-06-15; Sixes of 1881"
"S.D. Gregory","Washington","DC",53.735325,339,"1864-06-15; Sixes of 1881"
"Third National Bank","Pittsburgh","PA",53.735325,340,"1864-06-15; Sixes of 1881"
"Thomas S. Beals","","NY",53.735325,341,"1864-06-15; Sixes of 1881"
"Thomas W. Frey","Louisville","KY",53.735325,342,"1864-06-15; Sixes of 1881"
"Timothy Bijelow","Boston","MA",53.735325,343,"1864-06-15; Sixes of 1881"
"Truman Beckwith","Providence","RI",53.735325,344,"1864-06-15; Sixes of 1881"
"U. O. Neill","New York","NY",53.735325,345,"1864-06-15; Sixes of 1881"
"Willard Ives","Watertown","NY",53.735325,346,"1864-06-15; Sixes of 1881"
"William B. Whitney","Madison","IN",53.735325,347,"1864-06-15; Sixes of 1881"
"William Gammell","Providence","RI",53.735325,348,"1864-06-15; Sixes of 1881"
"William H. English, President","Indianapolis","IA",53.735325,349,"1864-06-15; Sixes of 1881"
"William Perkins for W.H. Perkins","Buffalo","NY",53.735325,350,"1864-06-15; Sixes of 1881"
"William Wright","New York","NY",53.735325,351,"1864-06-15; Sixes of 1881"
"Z. Hude & Co.","Bath","ME",53.735325,352,"1864-06-15; Sixes of 1881"
"F. B. Hastings","New York","NY",53.7328163480392,353,"1864-06-15; Sixes of 1881"
"Merchants' Bank","New Bedford","MA",53.720931609375,354,"1864-06-15; Sixes of 1881"
"Hanna, Hart & Co.","Pittsburgh","PA",53.717413225,355,"1864-06-15; Sixes of 1881"
"Philip Spies & Co.","New York","NY",53.7060362953846,356,"1864-06-15; Sixes of 1881"
"M. L. Pierce","Lafayette","IN",53.701845046729,357,"1864-06-15; Sixes of 1881"
"J. & S. Ferguson","New York","NY",53.6841485,358,"1864-06-15; Sixes of 1881"
"Monument Bank","Charlestown","MA",53.6806456010017,359,"1864-06-15; Sixes of 1881"
"Underhill & Haven","New York","NY",53.679587839892,360,"1864-06-15; Sixes of 1881"
"David Preston & Co.","Detroit","MI",53.6571955433333,361,"1864-06-15; Sixes of 1881"
"First National Bank","Lancaster","PA",53.6393690625,362,"1864-06-15; Sixes of 1881"
"B. F. Romain","New York","NY",53.632972,363,"1864-06-15; Sixes of 1881"
"J. M. Townsend for Townsend's Savings Bank","New Haven","CT",53.629389645,364,"1864-06-15; Sixes of 1881"
"Drexel & Co.","Philadelphia","PA",53.614996254375,365,"1864-06-15; Sixes of 1881"
"L. C. & C. L. Bingham","Mt. Morris","NY",53.60738375,366,"1864-06-15; Sixes of 1881"
"Theodore F. Sharp","Thompson","CT",53.60738375,367,"1864-06-15; Sixes of 1881"
"W. B. Shaw","Washington","DC",53.60738375,368,"1864-06-15; Sixes of 1881"
"C. Allen","Cincinnati","OH",53.599387421875,369,"1864-06-15; Sixes of 1881"
"New England Bank","Boston","MA",53.5932492880952,370,"1864-06-15; Sixes of 1881"
"Charles E. Ryder","New York","NY",53.5891064285714,371,"1864-06-15; Sixes of 1881"
"Union Bank of Weymouth and Braintree","Weymouth","MA",53.5753984375,372,"1864-06-15; Sixes of 1881"
"Bank of the Commonwealth","New York","NY",53.5672701567657,373,"1864-06-15; Sixes of 1881"
"Recorders' & Traders' Insurance Co.","New York","NY",53.56337196,374,"1864-06-15; Sixes of 1881"
"Job Falenburg","Jersey City","NJ",53.543413125,375,"1864-06-15; Sixes of 1881"
"Second National Bank","Dayton","OH",53.5346328431373,376,"1864-06-15; Sixes of 1881"
"First National Bank","Elizabeth","NJ",53.5342744642857,377,"1864-06-15; Sixes of 1881"
"B. M. Freilight","Saugerties","NY",53.5114278125,378,"1864-06-15; Sixes of 1881"
"J. S. Robbins & Son","New York","NY",53.5078738888889,379,"1864-06-15; Sixes of 1881"
"A. S. Tritt, Cashier","Fall River","MA",53.50503075,380,"1864-06-15; Sixes of 1881"
"A.J. Warner","Indianapolis","IN",53.4794425,381,"1864-06-15; Sixes of 1881"
"Amos Clark","New Haven","NY",53.4794425,382,"1864-06-15; Sixes of 1881"
"Charles A. Biaile","Boston","MA",53.4794425,383,"1864-06-15; Sixes of 1881"
"E. G. Spaulding","Buffalo","NY",53.4794425,384,"1864-06-15; Sixes of 1881"
"Gebhard Insurance Company","New York","NY",53.4794425,385,"1864-06-15; Sixes of 1881"
"Union Dime Savings Institution","New York","NY",53.4794425,386,"1864-06-15; Sixes of 1881"
"Mulford Martin","New York","NY",53.44937630625,387,"1864-06-15; Sixes of 1881"
"David Kronicse","New York","NY",53.428266,388,"1864-06-15; Sixes of 1881"
"James Focht","Pottsville","PA",53.428266,389,"1864-06-15; Sixes of 1881"
"Lockwood & Co","","",53.4250093136364,390,"1864-06-15; Sixes of 1881"
"First National Bank","Syracuse","NY",53.4212873863636,391,"1864-06-15; Sixes of 1881"
"The Germania Fire Insurance Co.","New York","NY",53.3941483333333,392,"1864-06-15; Sixes of 1881"
"Courtney & Mills","New York","NY",53.39308215625,393,"1864-06-15; Sixes of 1881"
"A. W. Spies","New York","NY",53.3927913806818,394,"1864-06-15; Sixes of 1881"
"John J. Searling","New York","NY",53.3834865625,395,"1864-06-15; Sixes of 1881"
"E. J. Brochett","New York","NY",53.37094832,396,"1864-06-15; Sixes of 1881"
"W. W. Moore","Madison","WI",53.3697785714286,397,"1864-06-15; Sixes of 1881"
"Tradesmen's Bank","New York","NY",53.364295375,398,"1864-06-15; Sixes of 1881"
"W. H. Hubbard & Co.","New York","NY",53.364295375,399,"1864-06-15; Sixes of 1881"
"Thomas Harris","Success","NY",53.3166081818182,400,"1864-06-15; Sixes of 1881"
"Varmelye & Co.","New York","NY",53.3026989175258,401,"1864-06-15; Sixes of 1881"
"T. H. Smith","Newark","NY",53.2296283596838,402,"1864-06-15; Sixes of 1881"
"Charles Campbell","New York","NY",53.22356,403,"1864-06-15; Sixes of 1881"
"Charles W. S. Carson","Holden","MA",53.22356,404,"1864-06-15; Sixes of 1881"
"Coates Kimney","Cincinnati","OH",53.22356,405,"1864-06-15; Sixes of 1881"
"E. Horton & Son","Hartford","CT",53.22356,406,"1864-06-15; Sixes of 1881"
"E. P. Hubbell","Cincinnati","OH",53.22356,407,"1864-06-15; Sixes of 1881"
"First National Bank","McConnelsville","OH",53.22356,408,"1864-06-15; Sixes of 1881"
"First National Bank, Washington, D.C., W. S. Huntington, Cashier","Washington","DC",53.22356,409,"1864-06-15; Sixes of 1881"
"George Truesdale","Louisville","KY",53.22356,410,"1864-06-15; Sixes of 1881"
"Henry H. Jewell","Chickopee Falls","MA",53.22356,411,"1864-06-15; Sixes of 1881"
"J. K. Hall, Cashier for Granite Bank","Augusta","ME",53.22356,412,"1864-06-15; Sixes of 1881"
"Jeremiah Rogers","Washington","DC",53.22356,413,"1864-06-15; Sixes of 1881"
"John F. Hawkes","Springfield","VT",53.22356,414,"1864-06-15; Sixes of 1881"
"John F. Reeve","Washington","DC",53.22356,415,"1864-06-15; Sixes of 1881"
"John T. Huss","Tiffin","OH",53.22356,416,"1864-06-15; Sixes of 1881"
"L. W. Chubb","Bath","NY",53.22356,417,"1864-06-15; Sixes of 1881"
"Max Herochel","New York","NY",53.22356,418,"1864-06-15; Sixes of 1881"
"Otis Drury","Boston","MA",53.22356,419,"1864-06-15; Sixes of 1881"
"Rittonhouse, Faut & Co.","Washington","DC",53.22356,420,"1864-06-15; Sixes of 1881"
"S. M. Shedd","Oberlin","OH",53.22356,421,"1864-06-15; Sixes of 1881"
"Samuel C. Young","Davenport","IA",53.22356,422,"1864-06-15; Sixes of 1881"
"Second National Bank","Boston","MA",53.22356,423,"1864-06-15; Sixes of 1881"
"T. C. Nesmith","Washoe","",53.22356,424,"1864-06-15; Sixes of 1881"
"T. J. Lake","Washington","DC",53.22356,425,"1864-06-15; Sixes of 1881"
"Third National Bank","Syracuse","NY",53.22356,426,"1864-06-15; Sixes of 1881"
"W. F. Nisbit","New York","NY",53.22356,427,"1864-06-15; Sixes of 1881"
"Farmers & Mechanics' Bank","Philadelphia","PA",53.22356,428,"1864-06-15; Sixes of 1881"
"First National Bank","Cardington","OH",53.22356,429,"1864-06-15; Sixes of 1881"
"J. S. Farlow & Co.","Boston","MA",53.22356,430,"1864-06-15; Sixes of 1881"
"Jonathan Binns, Cashier","Mount Pleasant","OH",53.22356,431,"1864-06-15; Sixes of 1881"
"Francis Hathaway","New York","NY",53.2233757977564,432,"1864-06-15; Sixes of 1881"
"Jay, Cook & Co.","Philadelphia","PA",53.2228392042254,433,"1864-06-15; Sixes of 1881"
"Livermore, Clews & Co.","New York","NY",53.2196165447478,434,"1864-06-15; Sixes of 1881"
"Quassaick","Newburgh","NY",53.20756734375,435,"1864-06-15; Sixes of 1881"
"W. P. Coast","Iowa City","IA",53.1870053571429,436,"1864-06-15; Sixes of 1881"
"First National Bank","New York","NY",53.183578359375,437,"1864-06-15; Sixes of 1881"
"Ed. Swazey, Cashier","Bucksport","ME",53.1723835,438,"1864-06-15; Sixes of 1881"
"Rev. R. J. Adams","Wallingford","CT",53.1723835,439,"1864-06-15; Sixes of 1881"
"Continental Insurance Co.","New York","NY",53.1659864375,440,"1864-06-15; Sixes of 1881"
"E. W. Clark & Co., for J. Graham","Philadelphia","PA",53.1649038576923,441,"1864-06-15; Sixes of 1881"
"L. T. Hoyt","New York","NY",53.1628763433849,442,"1864-06-15; Sixes of 1881"
"E. Whitehouse, Son & Morrison","New York","NY",53.1399428033898,443,"1864-06-15; Sixes of 1881"
"Benkard & Hutton","New York","NY",53.134001125,444,"1864-06-15; Sixes of 1881"
"Fourth National Bank","New York","NY",53.1332485294118,445,"1864-06-15; Sixes of 1881"
"Fourth National Bank of Chicago","Chicago","IL",53.121207,446,"1864-06-15; Sixes of 1881"
"Boston National Bank","Boston","MA",53.1072497727273,447,"1864-06-15; Sixes of 1881"
"Second National Bank","New York","NY",53.1051044484629,448,"1864-06-15; Sixes of 1881"
"Tradesman's Bank","Philadelphia","PA",53.087942275,449,"1864-06-15; Sixes of 1881"
"Gilman. Son & Co.","New York","NY",53.0792910095238,450,"1864-06-15; Sixes of 1881"
"Manhattan Saving Institution","New York","NY",53.0529716666667,451,"1864-06-15; Sixes of 1881"
"Arctic Fire Insurance Co.","New York","NY",52.9919863375,452,"1864-06-15; Sixes of 1881"
"First National Bank of Indianapolis by B. G. Riggs, Vice President","Indianapolis","IN",52.9676775,453,"1864-06-15; Sixes of 1881"
"James C. Briggs","Salem","MA",52.9676775,454,"1864-06-15; Sixes of 1881"
"H. G. Shuttleworth","New York","NY",52.9331333625,455,"1864-06-15; Sixes of 1881"
"Aaron Buckley","New York","NY",52.929295125,456,"1864-06-15; Sixes of 1881"
"Failis, Young & Co","Cincinnati","OH",52.9211534090909,457,"1864-06-15; Sixes of 1881"
"Girard Bank","Philadelphia","PA",52.9008921675,458,"1864-06-15; Sixes of 1881"
"First National Bank","Oswego","NY",52.8821396357143,459,"1864-06-15; Sixes of 1881"
"Culver Penn & Co.","New York","NY",52.8776393415304,460,"1864-06-15; Sixes of 1881"
