"newspaper_date","date","description","asset","registered","coupons_on","interest_suspended","issuer","price_low","price_high","original_text","url","comment","past_due","gold_rate","price_gold_low","price_gold_high","series","interest","current_yield_gold","current_yield_currency"
1863-06-11,1863-06-11,"Virginia registered stock","virginia",1,0,0,"Virginia",115,115,"ince our last report, Confederate Bonds, 15m loan, have been sold at 195 and int; do, 100 m, 102½ to 199 and int., according to date; do. do. 7 per cent's, 160 and int; Va. Coupon Bonds, two coupons on, 226; Va. Reg'd Bonds, 115 and int; N. Carolina sixes, 225; do. do. eights, 133 and int;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0773:article=pos=37","",0,7.09916491194075,16.1990884035629,16.1990884035629,"virginia_reg",6,0.370391212796909,0.0521739130434783
1863-06-15,1863-06-15,"Confederate bonds 8 per cent registered 1868-72","confederate_100mn_18(6[8-9]|7[0-2])",1,0,0,"Confederacy",102.25,103.25,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102 ¼a103¼, do. do. 1876-'81 brought 104a105½, do. do. 15 m loan, coupon, 194a 196; Va. sizes, reg'd, long date, 130½ $125,000 R. & D R. R. bonds, sixes, at 133a 137½ Richmond lmp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½, do. do. eights at 133 and int.; Merchants' Ina. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0778:article=pos=37","only the 100 mn loan has various due dates",0,7.38364952537242,13.8481654158473,13.9835997964424,"confederate_100mn",8,0.574882688106855,0.0778588807785888
1863-06-15,1863-06-15,"Confederate bonds 8 per cent registered 1876-81","confederate_100mn_18(7[6-9]|8[0-1])",1,0,0,"Confederacy",104,105.5,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102 ¼a103¼, do. do. 1876-'81 brought 104a105½, do. do. 15 m loan, coupon, 194a 196; Va. sizes, reg'd, long date, 130½ $125,000 R. & D R. R. bonds, sixes, at 133a 137½ Richmond lmp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½, do. do. eights at 133 and int.; Merchants' Ina. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0778:article=pos=37","only the 100 mn loan has various due dates",0,7.38364952537242,14.0851755818887,14.2883271527814,"confederate_100mn",8,0.563906407665674,0.0763723150357995
1863-06-15,1863-06-15,"Confederate registered bonds 8 per cent 1868-72","confederate_100mn_18(6[8-9]|7[0-2])",1,0,0,"Confederacy",102.25,103.5,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102¼a103½, do. do. 1876-81 brought 104a106½, do. do. 15 m loan, coupon, 194a196; Va. sixes, reg'd, long date, 130½; $125,000 R. & D. R. R. bonds, sixes, at 133a137½; Richmond Imp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½ do. do. eights at 133 and int; Merchants Inc. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0779:article=pos=30","only the 100 mn loan has various due dates",0,7.38364952537242,13.8481654158473,14.0174583915912,"confederate_100mn",8,0.574184167222157,0.0777642770352369
1863-06-15,1863-06-15,"Confederate registered bonds 8 per cent 1876-81","confederate_100mn_18(7[6-9]|8[0-1])",1,0,0,"Confederacy",104,106.5,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102¼a103½, do. do. 1876-81 brought 104a106½, do. do. 15 m loan, coupon, 194a196; Va. sixes, reg'd, long date, 130½; $125,000 R. & D. R. R. bonds, sixes, at 133a137½; Richmond Imp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½ do. do. eights at 133 and int; Merchants Inc. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0779:article=pos=30","only the 100 mn loan has various due dates",0,7.38364952537242,14.0851755818887,14.4237615333764,"confederate_100mn",8,0.561227517367975,0.0760095011876485
1863-06-15,1863-06-15,"Confederate bonds (15 mn) coupon","confederate_15mn",0,0,0,"Confederacy",194,196,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102 ¼a103¼, do. do. 1876-'81 brought 104a105½, do. do. 15 m loan, coupon, 194a 196; Va. sizes, reg'd, long date, 130½ $125,000 R. & D R. R. bonds, sixes, at 133a 137½ Richmond lmp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½, do. do. eights at 133 and int.; Merchants' Ina. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0778:article=pos=37","",0,7.38364952537242,26.2742698354463,26.5451385966365,"confederate_15mn",8,0.302918954887074,0.041025641025641
1863-06-15,1863-06-15,"Confederate Bonds (15 mn) coupon","confederate_15mn",0,0,0,"Confederacy",194,196,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102¼a103½, do. do. 1876-81 brought 104a106½, do. do. 15 m loan, coupon, 194a196; Va. sixes, reg'd, long date, 130½; $125,000 R. & D. R. R. bonds, sixes, at 133a137½; Richmond Imp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½ do. do. eights at 133 and int; Merchants Inc. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0779:article=pos=30","",0,7.38364952537242,26.2742698354463,26.5451385966365,"confederate_15mn",8,0.302918954887074,0.041025641025641
1863-06-15,1863-06-15,"North Carolina 6 per cent","north_carolina_6_old",0,0,0,"North Carolina",227.5,227.5,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102 ¼a103¼, do. do. 1876-'81 brought 104a105½, do. do. 15 m loan, coupon, 194a 196; Va. sizes, reg'd, long date, 130½ $125,000 R. & D R. R. bonds, sixes, at 133a 137½ Richmond lmp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½, do. do. eights at 133 and int.; Merchants' Ina. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0778:article=pos=37","",0,7.38364952537242,30.8113215853816,30.8113215853816,"north_carolina_6pct_old",6,0.194733613855976,0.0263736263736264
1863-06-15,1863-06-15,"North Carolina 6 per cent ","north_carolina_6_old",0,0,0,"North Carolina",227.5,227.5,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102¼a103½, do. do. 1876-81 brought 104a106½, do. do. 15 m loan, coupon, 194a196; Va. sixes, reg'd, long date, 130½; $125,000 R. & D. R. R. bonds, sixes, at 133a137½; Richmond Imp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½ do. do. eights at 133 and int; Merchants Inc. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0779:article=pos=30","",0,7.38364952537242,30.8113215853816,30.8113215853816,"north_carolina_6pct_old",6,0.194733613855976,0.0263736263736264
1863-06-15,1863-06-15,"North Carolina 8 per cent","north_carolina_8",0,0,0,"North Carolina",133,133,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102 ¼a103¼, do. do. 1876-'81 brought 104a105½, do. do. 15 m loan, coupon, 194a 196; Va. sizes, reg'd, long date, 130½ $125,000 R. & D R. R. bonds, sixes, at 133a 137½ Richmond lmp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½, do. do. eights at 133 and int.; Merchants' Ina. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0778:article=pos=37","",0,7.38364952537242,18.0127726191462,18.0127726191462,"north_carolina_8pct",8,0.444129294759243,0.0601503759398496
1863-06-15,1863-06-15,"North Carolina 8 per cent","north_carolina_8",0,0,0,"North Carolina",133,133,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102¼a103½, do. do. 1876-81 brought 104a106½, do. do. 15 m loan, coupon, 194a196; Va. sixes, reg'd, long date, 130½; $125,000 R. & D. R. R. bonds, sixes, at 133a137½; Richmond Imp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½ do. do. eights at 133 and int; Merchants Inc. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0779:article=pos=30","",0,7.38364952537242,18.0127726191462,18.0127726191462,"north_carolina_8pct",8,0.444129294759243,0.0601503759398496
1863-06-15,1863-06-15,"Virginia 6 per cent registered (long date)","virginia",1,0,0,"Virginia",130.5,130.5,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102 ¼a103¼, do. do. 1876-'81 brought 104a105½, do. do. 15 m loan, coupon, 194a 196; Va. sizes, reg'd, long date, 130½ $125,000 R. & D R. R. bonds, sixes, at 133a 137½ Richmond lmp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½, do. do. eights at 133 and int.; Merchants' Ina. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0778:article=pos=37","",0,7.38364952537242,17.6741866676585,17.6741866676585,"virginia_reg",6,0.339478139097583,0.0459770114942529
1863-06-15,1863-06-15,"Virginia 6 per cent registered long date","virginia",1,0,0,"Virginia",130.5,130.5,"The market continues active. At Messrs. Davenport & Co's sale, last week, Confederate reg'd bonds 8's 1868-72 brought 102¼a103½, do. do. 1876-81 brought 104a106½, do. do. 15 m loan, coupon, 194a196; Va. sixes, reg'd, long date, 130½; $125,000 R. & D. R. R. bonds, sixes, at 133a137½; Richmond Imp'g & Exp'g Co. stock, $1,490--now held, we learn, at $2,000! We note private sales, since, of N. Carolina sixes at 227½ do. do. eights at 133 and int; Merchants Inc. stock at 95; James River & K. Canal 22; Richmond Fire Ass'n 37½.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0779:article=pos=30","",0,7.38364952537242,17.6741866676585,17.6741866676585,"virginia_reg",6,0.339478139097583,0.0459770114942529
1863-06-22,1863-06-22,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",102.5,109.5,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46","",0,7.62839396626078,13.4366421626022,14.3542665054141,"confederate_100mn",8,0.575727846510248,0.0754716981132075
1863-06-22,1863-06-22,"Confederate bonds (15 mn) coupon","confederate_15mn",0,0,0,"Confederacy",200,200,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46","",0,7.62839396626078,26.2178383660531,26.2178383660531,"confederate_15mn",8,0.305135758650431,0.04
1863-06-22,1863-06-22,"Confederate Bonds (15 mn) registered","confederate_15mn_reg",1,0,0,"Confederacy",125,125,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46","",0,7.62839396626078,16.3861489787832,16.3861489787832,"confederate_15mn",8,0.48821721384069,0.064
1863-06-22,1863-06-22,"North Carolina 6 per cent new","north_carolina_6_new",0,0,0,"North Carolina",134,134,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46","",0,7.62839396626078,17.5659517052556,17.5659517052556,"north_carolina_6pct_new",6,0.341569879086304,0.0447761194029851
1863-06-22,1863-06-22,"North Carolina 8 per cent","north_carolina_8",0,0,0,"North Carolina",135,135,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46","",0,7.62839396626078,17.6970408970859,17.6970408970859,"north_carolina_8pct",8,0.452052975778417,0.0592592592592593
1863-06-22,1863-06-22,"Virginia 6 per cent (2 coupons on)","virginia",0,2,0,"Virginia",210,210,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46","",0,7.62839396626078,27.5287302843558,27.5287302843558,"virginia_coup",6,0.217954113321737,0.0285714285714286
1863-06-22,1863-06-22,"Virginia registered stock","virginia",1,0,0,"Virginia",131,131,"Bonds and Stocks.--Messrs. Lancaster &Co's quotations to-day are: Confederate bonds, 100 M., 102½a109½ and int; do., 15 M. coupon, 200 and int; do do. registered, 125 and interest; do. do. sevens, 100 and int; Va regis'd stock 131 and int, Va sixes, two coupons on, 210; Tenn do., 3 coupons on, 220; N. Carolina sixes, new, 134 and int. no recent sales of old issues; do. do. eights at 135 and int; Bank of Richmond, 110; Ins Co. State of Va., 42; Merchants' Ins Co. 95; Clover Hill R R. Co., 200; R & Y R. R. bonds, 110; Imp'g and Exp'g Co, $2000; Old Dominion Trading Co., $7,500.","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0782:article=pos=46","",0,7.62839396626078,17.1726841297648,17.1726841297648,"virginia_reg",6,0.349392090057746,0.0458015267175573
1863-06-23,1863-06-23,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",102.5,109.5,"Bonds and Stocks.--We have to renew last quotations of the leading securities, viz: Confederate bonds, 100 M., 102½a109½ and int, do. do., 15 M. coupon, 200 and int, do. do registered, 125 and int., Va regis'd stock 131 and int.; Tenn, bonds, 4 coupons on, 225; North Carolina sixes, new, 134 and int., do eights, 135","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0786:article=pos=35","",0,7.70064792019738,13.3105682875283,14.2195827071644,"confederate_100mn",8,0.581180975109236,0.0754716981132075
1863-06-23,1863-06-23,"Confederate Bonds (15 mn) coupon","confederate_15mn",0,0,0,"Confederacy",200,200,"Bonds and Stocks.--We have to renew last quotations of the leading securities, viz: Confederate bonds, 100 M., 102½a109½ and int, do. do., 15 M. coupon, 200 and int, do. do registered, 125 and int., Va regis'd stock 131 and int.; Tenn, bonds, 4 coupons on, 225; North Carolina sixes, new, 134 and int., do eights, 135","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0786:article=pos=35","",0,7.70064792019738,25.9718405610308,25.9718405610308,"confederate_15mn",8,0.308025916807895,0.04
1863-06-23,1863-06-23,"Confederate bonds (15 mn) registered","confederate_15mn_reg",1,0,0,"Confederacy",125,125,"Bonds and Stocks.--We have to renew last quotations of the leading securities, viz: Confederate bonds, 100 M., 102½a109½ and int, do. do., 15 M. coupon, 200 and int, do. do registered, 125 and int., Va regis'd stock 131 and int.; Tenn, bonds, 4 coupons on, 225; North Carolina sixes, new, 134 and int., do eights, 135","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0786:article=pos=35","",0,7.70064792019738,16.2324003506443,16.2324003506443,"confederate_15mn",8,0.492841466892632,0.064
1863-06-23,1863-06-23,"North Carolina 6 per cent new issue","north_carolina_6_new",0,0,0,"North Carolina",134,134,"Bonds and Stocks.--We have to renew last quotations of the leading securities, viz: Confederate bonds, 100 M., 102½a109½ and int, do. do., 15 M. coupon, 200 and int, do. do registered, 125 and int., Va regis'd stock 131 and int.; Tenn, bonds, 4 coupons on, 225; North Carolina sixes, new, 134 and int., do eights, 135","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0786:article=pos=35","",0,7.70064792019738,17.4011331758907,17.4011331758907,"north_carolina_6pct_new",6,0.344805130755107,0.0447761194029851
1863-06-23,1863-06-23,"North Carolina 8 per cent","north_carolina_8",0,0,0,"North Carolina",135,135,"Bonds and Stocks.--We have to renew last quotations of the leading securities, viz: Confederate bonds, 100 M., 102½a109½ and int, do. do., 15 M. coupon, 200 and int, do. do registered, 125 and int., Va regis'd stock 131 and int.; Tenn, bonds, 4 coupons on, 225; North Carolina sixes, new, 134 and int., do eights, 135","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0786:article=pos=35","",0,7.70064792019738,17.5309923786958,17.5309923786958,"north_carolina_8pct",8,0.456334691567252,0.0592592592592593
1863-06-23,1863-06-23,"Virginia registered stock","virginia",1,0,0,"Virginia",131,131,"Bonds and Stocks.--We have to renew last quotations of the leading securities, viz: Confederate bonds, 100 M., 102½a109½ and int, do. do., 15 M. coupon, 200 and int, do. do registered, 125 and int., Va regis'd stock 131 and int.; Tenn, bonds, 4 coupons on, 225; North Carolina sixes, new, 134 and int., do eights, 135","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0786:article=pos=35","",0,7.70064792019738,17.0115555674752,17.0115555674752,"virginia_reg",6,0.352701431459422,0.0458015267175573
1863-06-29,1863-06-29,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",102.5,109.5,"Prices have undergone but little change. We quote from recent sales, Confederate bonds, 100 m, at 162½ to 169½ and int, do. 15 m coupon, 200 flat; do. 7's 100 and int., Virginia registered stock, 131, North Carolina 6's old issue, 235, do. do, new, 134","","Probably OCR error, with 6 instead of a 0.",0,7.96303252084153,12.871980584247,13.7510426729273,"confederate_100mn",8,0.600983586478606,0.0754716981132075
1863-06-29,1863-06-29,"Confederate Bonds (15 mn) coupon","confederate_15mn",0,0,0,"Confederacy",200,200,"Prices have undergone but little change. We quote from recent sales, Confederate bonds, 100 m, at 162½ to 169½ and int, do. 15 m coupon, 200 flat; do. 7's 100 and int., Virginia registered stock, 131, North Carolina 6's old issue, 235, do. do, new, 134","","",0,7.96303252084153,25.1160596765796,25.1160596765796,"confederate_15mn",8,0.318521300833661,0.04
1863-06-29,1863-06-29,"North Carolina 6 per cent new issue","north_carolina_6_new",0,0,0,"North Carolina",134,134,"Prices have undergone but little change. We quote from recent sales, Confederate bonds, 100 m, at 162½ to 169½ and int, do. 15 m coupon, 200 flat; do. 7's 100 and int., Virginia registered stock, 131, North Carolina 6's old issue, 235, do. do, new, 134","","",0,7.96303252084153,16.8277599833083,16.8277599833083,"north_carolina_6pct_new",6,0.356553694963054,0.0447761194029851
1863-06-29,1863-06-29,"North Carolina 6 per cent old issue","north_carolina_6_old",0,0,0,"North Carolina",235,235,"Prices have undergone but little change. We quote from recent sales, Confederate bonds, 100 m, at 162½ to 169½ and int, do. 15 m coupon, 200 flat; do. 7's 100 and int., Virginia registered stock, 131, North Carolina 6's old issue, 235, do. do, new, 134","","",0,7.96303252084153,29.511370119981,29.511370119981,"north_carolina_6pct_old",6,0.203311468617231,0.025531914893617
1863-06-29,1863-06-29,"Virginia registered stock","virginia",1,0,0,"Virginia",131,131,"Prices have undergone but little change. We quote from recent sales, Confederate bonds, 100 m, at 162½ to 169½ and int, do. 15 m coupon, 200 flat; do. 7's 100 and int., Virginia registered stock, 131, North Carolina 6's old issue, 235, do. do, new, 134","","",0,7.96303252084153,16.4510190881596,16.4510190881596,"virginia_reg",6,0.364719046756101,0.0458015267175573
1863-07-09,1863-07-09,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",103,109.5,"Since Tuesday morning, when business was generally resumed, there has been an active demand for securities. The following quotations were furnished to-day by Messrs. Lancaster & Co.: Confederate bonds,100 million loan, 103a109½ and int; do do, 15 million loan, 200 and int; do do, 7 percents, 100, Va registered stock 135; Va coupon bonds, 2 coupons, 220; N C sixes 240;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0799:article=pos=27","",0,8.50133738414413,12.1157407765166,12.8803263595007,"confederate_100mn",8,0.640100697159087,0.0752941176470588
1863-07-09,1863-07-09,"Confederate Bonds (15 mn)","confederate_15mn",0,0,0,"Confederacy",200,200,"Since Tuesday morning, when business was generally resumed, there has been an active demand for securities. The following quotations were furnished to-day by Messrs. Lancaster & Co.: Confederate bonds,100 million loan, 103a109½ and int; do do, 15 million loan, 200 and int; do do, 7 percents, 100, Va registered stock 135; Va coupon bonds, 2 coupons, 220; N C sixes 240;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0799:article=pos=27","",0,8.50133738414413,23.5257102456633,23.5257102456633,"confederate_15mn",8,0.340053495365765,0.04
1863-07-09,1863-07-09,"North Carolina 6 per cent","north_carolina_6_old",0,0,0,"North Carolina",240,240,"Since Tuesday morning, when business was generally resumed, there has been an active demand for securities. The following quotations were furnished to-day by Messrs. Lancaster & Co.: Confederate bonds,100 million loan, 103a109½ and int; do do, 15 million loan, 200 and int; do do, 7 percents, 100, Va registered stock 135; Va coupon bonds, 2 coupons, 220; N C sixes 240;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0799:article=pos=27","",0,8.50133738414413,28.230852294796,28.230852294796,"north_carolina_6pct_old",6,0.212533434603603,0.025
1863-07-09,1863-07-09,"Virginia coupon bonds (2 coupons on)","virginia_1864",0,2,0,"Virginia",220,220,"Since Tuesday morning, when business was generally resumed, there has been an active demand for securities. The following quotations were furnished to-day by Messrs. Lancaster & Co.: Confederate bonds,100 million loan, 103a109½ and int; do do, 15 million loan, 200 and int; do do, 7 percents, 100, Va registered stock 135; Va coupon bonds, 2 coupons, 220; N C sixes 240;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0799:article=pos=27","",0,8.50133738414413,25.8782812702296,25.8782812702296,"virginia_coup",6,0.231854655931204,0.0272727272727273
1863-07-09,1863-07-09,"Virginia registered stock","virginia",1,0,0,"Virginia",135,135,"Since Tuesday morning, when business was generally resumed, there has been an active demand for securities. The following quotations were furnished to-day by Messrs. Lancaster & Co.: Confederate bonds,100 million loan, 103a109½ and int; do do, 15 million loan, 200 and int; do do, 7 percents, 100, Va registered stock 135; Va coupon bonds, 2 coupons, 220; N C sixes 240;","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0799:article=pos=27","",0,8.50133738414413,15.8798544158227,15.8798544158227,"virginia_reg",6,0.377837217073072,0.0444444444444444
1863-07-13,1863-07-13,"Confederate Bonds (100 mn)","confederate_100mn",0,0,0,"Confederacy",103,110,"We quote Confederate bonds, 100 m loan, at $103 to 110, and int; do do, 15 m loan, coupon, held at 200 and int; do do, registered, 130 and int; do do. 7 percents, 100; Virginia registered stock, 135; Virginia coupon bonds, 2 coupons on, 220; N. Carolina 6's, 250; ","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0807:article=pos=26","",0,9.04757144636373,11.3842704211412,12.1579587021896,"confederate_100mn",8,0.679629780008543,0.0751173708920188
1863-07-13,1863-07-13,"Confederate Bonds (15 mn) coupon","confederate_15mn",0,0,0,"Confederacy",200,200,"We quote Confederate bonds, 100 m loan, at $103 to 110, and int; do do, 15 m loan, coupon, held at 200 and int; do do, registered, 130 and int; do do. 7 percents, 100; Virginia registered stock, 135; Virginia coupon bonds, 2 coupons on, 220; N. Carolina 6's, 250; ","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0807:article=pos=26","",0,9.04757144636373,22.1053794585265,22.1053794585265,"confederate_15mn",8,0.361902857854549,0.04
1863-07-13,1863-07-13,"Confederate Bonds (15 mn) registered","confederate_15mn_reg",1,0,0,"Confederacy",130,130,"We quote Confederate bonds, 100 m loan, at $103 to 110, and int; do do, 15 m loan, coupon, held at 200 and int; do do, registered, 130 and int; do do. 7 percents, 100; Virginia registered stock, 135; Virginia coupon bonds, 2 coupons on, 220; N. Carolina 6's, 250; ","http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:2006.05.0807:article=pos=26","",0,9.04757144636373,14.3684966480422,14.3684966480422,"confederate_15mn",8,0.556773627468537,0.0615384615384615
