"date","series","issue","url","volume","is_clean","adjust_gold","adjust_currency","notes","gold_rate","price_currency","price_gold"
1860-12-07,"Missouri 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,62.25,62.25
1860-12-07,"Kentucky 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,100,100
1860-12-07,"Louisiana 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,,
1860-12-07,"Tennessee 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,,
1860-12-07,"Ohio 6 per cents, 1886","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,103,103
1860-12-07,"U.S. 5 per cents, 1874","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,95,95
1860-12-07,"U.S. 6 per cents, 1867-8","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,100,100
1860-12-07,"Pennsylvania 5 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,90.75,90.75
1860-12-07,"North Carolina 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,79,79
1860-12-07,"Virginia 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,74,74
1860-12-14,"California 7 per cents, 1877","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,87.75,87.75
1860-12-14,"Georgia 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,1,0,0,"",1,100,100
1860-12-14,"Indiana 5 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,91,91
1860-12-14,"Missouri 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,67.5,67.5
1860-12-14,"Kentucky 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,100,100
1860-12-14,"Louisiana 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,,
1860-12-14,"Tennessee 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,73,73
1860-12-14,"Ohio 6 per cents, 1886","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,100,100
1860-12-14,"U.S. 5 per cents, 1874","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,90,90
1860-12-14,"U.S. 6 per cents, 1867-8","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,100,100
1860-12-14,"Pennsylvania 5 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,90,90
1860-12-14,"North Carolina 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,79.5,79.5
1860-12-14,"Virginia 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,78.5,78.5
1860-12-21,"California 7 per cents, 1877","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,87,87
1860-12-21,"Georgia 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,1,0,0,"",1,100,100
1860-12-21,"Indiana 5 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,91,91
1860-12-21,"Kentucky 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,99,99
1860-12-21,"Louisiana 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,,
1860-12-21,"Tennessee 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,76.5,76.5
1860-12-21,"Ohio 6 per cents, 1886","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,100,100
1860-12-21,"Missouri 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,68.75,68.75
1860-12-21,"U.S. 5 per cents, 1874","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,90,90
1860-12-21,"U.S. 6 per cents, 1867-8","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,96,96
1860-12-21,"Pennsylvania 5 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,,
1860-12-21,"North Carolina 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,80,80
1860-12-21,"Virginia 6 per cents","1861-01-26","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA669",15,0,0,0,"",1,77,77
1860-12-28,"California 7 per cents, 1877","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,88.25,88.25
1860-12-28,"Georgia 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,100,100
1860-12-28,"Indiana 5 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,91,91
1860-12-28,"Kentucky 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,100,100
1860-12-28,"Louisiana 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,78,78
1860-12-28,"Tennessee 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,77,77
1860-12-28,"Ohio 6 per cents, 1886","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,100,100
1860-12-28,"Missouri 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,69,69
1860-12-28,"U.S. 5 per cents, 1874","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,90,90
1860-12-28,"U.S. 6 per cents, 1867-8","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,96,96
1860-12-28,"Pennsylvania 5 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,88.5,88.5
1860-12-28,"North Carolina 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,78.5,78.5
1860-12-28,"Virginia 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,77,77
1861-01-05,"California 7 per cents, 1877","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,88,88
1861-01-05,"Georgia 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,96,96
1861-01-05,"Indiana 5 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,91,91
1861-01-05,"Kentucky 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,97,97
1861-01-05,"Louisiana 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,78,78
1861-01-05,"Tennessee 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,76,76
1861-01-05,"Ohio 6 per cents, 1886","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,100,100
1861-01-05,"Missouri 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,70,70
1861-01-05,"U.S. 5 per cents, 1874","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,92,92
1861-01-05,"U.S. 6 per cents, 1867-8","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,97,97
1861-01-05,"Pennsylvania 5 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,90,90
1861-01-05,"North Carolina 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,78,78
1861-01-05,"Virginia 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,76,76
1861-01-11,"California 7 per cents, 1877","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,87,87
1861-01-11,"Georgia 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,94,94
1861-01-11,"Indiana 5 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,91,91
1861-01-11,"Kentucky 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,97,97
1861-01-11,"Louisiana 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,79,79
1861-01-11,"Tennessee 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,75,75
1861-01-11,"Ohio 6 per cents, 1886","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,100,100
1861-01-11,"Missouri 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,68.25,68.25
1861-01-11,"U.S. 5 per cents, 1874","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,92,92
1861-01-11,"U.S. 6 per cents, 1867-8","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,100,100
1861-01-11,"Pennsylvania 5 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,90.25,90.25
1861-01-11,"North Carolina 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,76,76
1861-01-11,"Virginia 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,75.5,75.5
1861-01-18,"California 7 per cents, 1877","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,87.5,87.5
1861-01-18,"Georgia 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,94,94
1861-01-18,"Indiana 5 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,91,91
1861-01-18,"Kentucky 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,96,96
1861-01-18,"Louisiana 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,80,80
1861-01-18,"Tennessee 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,75,75
1861-01-18,"Ohio 6 per cents, 1886","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,100,100
1861-01-18,"Missouri 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,69.5,69.5
1861-01-18,"U.S. 5 per cents, 1874","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,93.5,93.5
1861-01-18,"U.S. 6 per cents, 1867-8","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,97,97
1861-01-18,"Pennsylvania 5 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,89.5,89.5
1861-01-18,"North Carolina 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,0,0,0,"",1,74.5,74.5
1861-01-18,"Virginia 6 per cents","1861-02-22","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA756",15,1,0,0,"",1,74.5,74.5
1861-01-25,"California 7 per cents, 1877","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,88,88
1861-01-25,"Georgia 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,94,94
1861-01-25,"Indiana 5 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,91,91
1861-01-25,"Kentucky 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,90.5,90.5
1861-01-25,"Louisiana 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,78,78
1861-01-25,"Tennessee 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,75,75
1861-01-25,"Ohio 6 per cents, 1886","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,106,106
1861-01-25,"Missouri 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,68,68
1861-01-25,"U.S. 5 per cents, 1874","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,93,93
1861-01-25,"U.S. 6 per cents, 1867-8","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,98,98
1861-01-25,"Pennsylvania 5 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,89.75,89.75
1861-01-25,"North Carolina 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,79,79
1861-01-25,"Virginia 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,76,76
1861-02-01,"California 7 per cents, 1877","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,87,87
1861-02-01,"Georgia 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,94,94
1861-02-01,"Indiana 5 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,88,88
1861-02-01,"Kentucky 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,92.5,92.5
1861-02-01,"Louisiana 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,78,78
1861-02-01,"Tennessee 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,70,70
1861-02-01,"Ohio 6 per cents, 1886","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,103,103
1861-02-01,"Missouri 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,67.75,67.75
1861-02-01,"U.S. 5 per cents, 1874","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,92,92
1861-02-01,"U.S. 6 per cents, 1867-8","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,97,97
1861-02-01,"Pennsylvania 5 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,89.5,89.5
1861-02-01,"North Carolina 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,76.5,76.5
1861-02-01,"Virginia 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,75,75
1861-02-08,"California 7 per cents, 1877","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,86,86
1861-02-08,"Georgia 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,88,88
1861-02-08,"Indiana 5 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,87,87
1861-02-08,"Kentucky 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,91.5,91.5
1861-02-08,"Louisiana 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,78,78
1861-02-08,"Tennessee 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,69.75,69.75
1861-02-08,"Ohio 6 per cents, 1886","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,107,107
1861-02-08,"Missouri 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,64.375,64.375
1861-02-08,"U.S. 5 per cents, 1874","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,91,91
1861-02-08,"U.S. 6 per cents, 1867-8","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,95,95
1861-02-08,"Pennsylvania 5 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,90,90
1861-02-08,"North Carolina 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,76,76
1861-02-08,"Virginia 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,73.5,73.5
1861-02-15,"California 7 per cents, 1877","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,87,87
1861-02-15,"Georgia 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,88,88
1861-02-15,"Indiana 5 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,85,85
1861-02-15,"Kentucky 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,92,92
1861-02-15,"Louisiana 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,78,78
1861-02-15,"Tennessee 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,74,74
1861-02-15,"Ohio 6 per cents, 1886","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,107,107
1861-02-15,"Missouri 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,67,67
1861-02-15,"U.S. 5 per cents, 1874","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,86.5,86.5
1861-02-15,"U.S. 6 per cents, 1867-8","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,95,95
1861-02-15,"Pennsylvania 5 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,89.5,89.5
1861-02-15,"North Carolina 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,0,0,0,"",1,78,78
1861-02-15,"Virginia 6 per cents","1861-03-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA838",15,1,0,0,"",1,76.25,76.25
1861-02-22,"California 7 per cents, 1877","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,87.5,87.5
1861-02-22,"Georgia 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,,
1861-02-22,"Indiana 5 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,83,83
1861-02-22,"Kentucky 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,93,93
1861-02-22,"Louisiana 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,,
1861-02-22,"Tennessee 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,75,75
1861-02-22,"Ohio 6 per cents, 1886","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,106,106
1861-02-22,"Missouri 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,65.25,65.25
1861-02-22,"U.S. 5 per cents, 1874","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,88.5,88.5
1861-02-22,"U.S. 6 per cents, 1867-8","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,94,94
1861-02-22,"Pennsylvania 5 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,89.5,89.5
1861-02-22,"North Carolina 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,82,82
1861-02-22,"Virginia 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,76,76
1861-03-02,"California 7 per cents, 1877","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,88,88
1861-03-02,"Georgia 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,,
1861-03-02,"Indiana 5 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,84,84
1861-03-02,"Kentucky 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,94,94
1861-03-02,"Louisiana 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,,
1861-03-02,"Tennessee 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,72.875,72.875
1861-03-02,"Ohio 6 per cents, 1886","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,106,106
1861-03-02,"Missouri 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,65.5,65.5
1861-03-02,"U.S. 5 per cents, 1874","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,86.5,86.5
1861-03-02,"U.S. 6 per cents, 1867-8","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,94,94
1861-03-02,"Pennsylvania 5 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,88.75,88.75
1861-03-02,"North Carolina 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,79,79
1861-03-02,"Virginia 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,76.25,76.25
1861-03-16,"California 7 per cents, 1877","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,88,88
1861-03-16,"Georgia 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,,
1861-03-16,"Indiana 5 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,87.5,87.5
1861-03-16,"Kentucky 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,94,94
1861-03-16,"Louisiana 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,75,75
1861-03-16,"Tennessee 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,74.5,74.5
1861-03-16,"Ohio 6 per cents, 1886","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,106,106
1861-03-16,"Missouri 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,66,66
1861-03-16,"U.S. 5 per cents, 1874","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,89.75,89.75
1861-03-16,"U.S. 6 per cents, 1867-8","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,95.875,95.875
1861-03-16,"Pennsylvania 5 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,88.5,88.5
1861-03-16,"North Carolina 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,0,0,0,"",1,82,82
1861-03-16,"Virginia 6 per cents","1861-04-25","http://books.google.com/books?id=KVwmAQAAIAAJ&pg=PA918",15,1,0,0,"",1,78.75,78.75
